Cell Line,ID,Titer_group,Titer_category,Run Time (hr),input_index,glc,glc_after,glc_feed,osmo,vcd,lac,mu,qglc_poly,qlac_poly,base
2000L,301947,Middle 60%,0,50,5,52.9577345744798,52.9577345744798,0.0,299.8943744,1.90529764,19.1195164409413,0.012038595645398,0.161186859874046,0.2501554735729702,2438.924563
2000L,301947,Middle 60%,0,60,6,49.2941997102511,49.2941997102511,0.0,308.7783019,0.676029332,26.3353256660746,0.0468628251731723,0.2825772759537247,1.072459852442589,7754.275475
CL G,301947,Middle 60%,0,0,7,60.3040586491707,60.3040586491707,0.0,343.81162512792145,1.003799257664806,11.53465071816599,0.0150043333868165,0.1492083224316277,0.33098766704052,0.0
CL G,301947,Middle 60%,0,10,8,58.8256865716379,58.8256865716379,0.0,327.3267527221621,1.3242448079631102,13.878182938682285,0.0224969850179764,0.1567598270589137,0.2371202612285027,0.0
CL G,301947,Middle 60%,0,20,9,57.3473144941051,57.3473144941051,0.0,312.4267111147432,1.5837324746216934,16.572563130696757,0.0267135839773012,0.1592932843231381,0.175123438292572,0.0
CL G,301947,Middle 60%,0,30,10,54.0163724161282,54.0163724161282,0.0,303.8299257316803,2.0740418351594982,19.32627773129848,0.0282824727362585,0.1115410042329065,0.0922163343025868,0.0
CL G,301947,Middle 60%,0,40,11,50.8602916583405,50.8602916583405,0.0,296.08685713063994,2.9086781696995945,21.6292158867664,0.0277785408243502,0.1082216898459616,0.0684364451902145,0.0
CL G,301947,Middle 60%,0,50,12,47.0733458003063,47.0733458003063,0.0,291.9713164655497,4.069845378001533,23.3006062385596,0.0257232248291119,0.1034378614661593,0.0502581296882147,4558.249278
CL G,301947,Middle 60%,0,60,13,44.5455736028775,44.5455736028775,0.0,296.1178295684685,5.305346008739359,24.36017940512962,0.0225845083961138,0.0795694032149992,0.0294945642598645,18169.08325
CL G,301947,Middle 60%,0,70,14,41.4847710221511,72.201543882709,30.716772860557903,302.8912210222489,5.892633693854893,24.822672602210144,0.0187769222289597,0.0656751407768671,0.0181870016121444,28118.83875
CL G,301947,Middle 60%,0,80,15,69.1407413019827,69.1407413019827,0.0,313.46845277984755,6.5094641605109445,24.537414023618187,0.0146615440892879,0.0586613397286934,0.0116369179685052,37874.79675
CL G,301947,Middle 60%,0,90,16,64.7611198627855,64.7611198627855,0.0,323.8903275875083,6.762765898917691,23.9511723769906,0.0105459987967707,0.053496456835382,0.0070001841991353,44399.6991
CL G,301947,Middle 60%,0,100,17,59.1899920069273,59.1899920069273,0.0,327.3823113436732,7.14039613155369,23.514977059548304,0.0066844582291144,0.0524875730115692,0.0037490804529614,47896.61728
CL G,301947,Middle 60%,0,110,18,57.3103000732698,57.3103000732698,0.0,326.79522987049006,7.274449415610359,23.22004950532041,0.0032776413220596,0.0428072913295334,0.0007681437915894,49617.94678
CL G,301947,Middle 60%,0,120,19,56.4427436777015,56.4427436777015,0.0,326.5664931585316,7.1052336433233885,23.15941588725949,0.0004728140693808,0.0574221623293795,-0.0017949540250828,52604.16832
CL G,301947,Middle 60%,0,130,20,52.3377806845178,52.3377806845178,0.0,322.61986922691074,6.738783270284697,23.41165014569911,-0.0016362104771132,0.0793798478983539,-0.0061544881446036,59384.92989
CL G,301947,Middle 60%,0,140,21,48.0424720575501,48.0424720575501,0.0,317.30719041531233,6.466036489543933,23.817650321798705,-0.0030090722075798,0.0942948561756941,-0.0115081450754903,67310.70206
CL G,301947,Middle 60%,0,150,22,43.3364104942383,43.3364104942383,0.0,307.4601247397125,6.363587693666931,24.298700777710287,-0.0036588639541419,0.0661358992220752,-0.0109707895900199,86036.60294
CL G,301947,Middle 60%,0,160,23,37.8987412187215,37.8987412187215,0.0,296.85918916799494,6.370858982043439,24.244251665710195,-0.0036521314908884,0.039647382655678,-0.0083316291197061,101735.253099999
CL G,301947,Middle 60%,0,170,24,32.3111156553209,32.3111156553209,0.0,285.9950396974554,6.444007799792211,23.6800091308882,-0.0031088735338743,0.0650341974271022,-0.01665065859031,110285.2802
CL G,301947,Middle 60%,0,180,25,27.2567101956082,27.2567101956082,0.0,275.53767242756686,6.551376406668979,22.65430387144598,-0.0022025417411204,0.0503128319962726,-0.0153441106212095,111244.6136
CL G,301947,Middle 60%,0,190,26,24.4701064133306,24.4701064133306,0.0,267.73511428518543,6.624832924287276,21.022848791887665,-0.0011600407126132,0.0800043241806878,-0.0287073296921813,111244.6136
CL G,301947,Middle 60%,0,200,27,21.716716945314,21.716716945314,0.0,263.91774736437503,6.640305573974718,19.028714037543526,-0.0002617279903052,0.0476851914688736,-0.0200335466838397,111244.6136
CL G,301947,Middle 60%,0,210,28,18.7157917527032,18.7157917527032,0.0,264.2561414731108,6.237145591273492,17.045469409402312,0.000158585941885,0.0385722466777832,-0.0190019702827456,111244.6136
CL G,301947,Middle 60%,0,220,29,16.2968218543928,16.2968218543928,0.0,270.94746620562285,5.737769208831628,15.23494628780478,-0.0002863623419268,0.0396941998589612,-0.0231146240342812,111244.6136
CL G,301947,Middle 60%,0,230,30,16.7128764959257,16.7128764959257,0.0,275.92130317610804,5.35322537673617,13.54644093037928,-0.0020372892095909,0.0451119291451373,-0.0315502341544936,111244.6136
CL G,301947,Middle 60%,0,240,31,13.6520739151994,43.3942934497509,29.742219534551495,280.68310669922096,5.258582809449751,12.181025471344093,-0.0055883639709232,0.0402872949245401,-0.0347707229968512,111244.6136
CL G,301947,Middle 60%,0,250,32,40.3334908690246,40.3334908690246,0.0,287.1122218674782,5.291829090565141,11.357034264200458,-0.0114872088777061,0.0325180254269064,-0.0362541721428765,111244.6136
2000L,301948,Top 20%,1,0,0,61.7605972601523,,0.0,324.26,0.576561354,9.73276284413854,-0.0117048018755538,0.4121931205531808,0.4712505830766871,0.0
2000L,301948,Top 20%,1,10,1,59.5327383489864,59.5327383489864,0.0,304.26,0.739622561,11.7511707260213,0.0443215768041443,0.2359792497299583,0.2904203321084104,0.0
2000L,301948,Top 20%,1,20,2,57.9998969781744,57.9998969781744,0.0,296.5356015,0.892366463,13.769578607904,0.0248349096292806,0.1769935419865956,0.2350719348576428,0.0
2000L,301948,Top 20%,1,30,3,56.4670556628699,56.4670556628699,0.0,296.7842365,1.054744715,16.5184689054174,0.0053842846638671,0.178125752183074,0.2432925374069767,14.815231
2000L,301948,Top 20%,1,40,4,54.3467893048247,54.3467893048247,0.0,300.0401662,1.399517733,20.3149034635879,0.0175823123024959,0.1888778218720581,0.2538910671372644,1724.235795
2000L,301948,Top 20%,1,50,5,50.5693221208286,50.5693221208286,0.0,304.3270619,2.179171995,22.406744071936,0.0491051252703391,0.177739571729404,0.2321574021050692,5332.750292
2000L,301948,Top 20%,1,60,6,46.3524791180976,46.3524791180976,0.0,311.2858247,3.018366368,30.0460005883659,0.043692378623147,0.1844835370983858,0.2346862530374663,11069.99001
CL G,301948,Top 20%,1,0,7,59.0939205466373,59.0939205466373,0.0,304.4956097430618,1.0277674291844612,15.60030686786729,0.0033636424180471,0.1480641612763846,0.2418072579001032,0.0
CL G,301948,Top 20%,1,10,8,59.5415629787517,59.5415629787517,0.0,301.22502302527585,1.4117148599067235,17.572555828096906,0.0146530854266959,0.2069546660860357,0.2227818199649628,0.0
CL G,301948,Top 20%,1,20,9,57.9580856590954,57.9580856590954,0.0,298.1291558184215,1.6454505570749196,19.82037949207989,0.021945268052185,0.1683442931452072,0.1278474392884798,0.0
CL G,301948,Top 20%,1,30,10,54.7010835109571,54.7010835109571,0.0,298.6957165367988,2.106133189779295,22.12974984154115,0.02594653472145,0.12472993893404,0.0696330612878525,0.0
CL G,301948,Top 20%,1,40,11,50.6881141899242,50.6881141899242,0.0,299.65533044508487,2.749170412426358,24.226678864844786,0.0273061108345326,0.1031496505612867,0.0435665654631549,0.0
CL G,301948,Top 20%,1,50,12,45.7294519249983,45.7294519249983,0.0,300.80694514272085,3.49685703853145,25.86975302841316,0.0266161027645806,0.0878264730417798,0.0287411717190549,1351.412646
CL G,301948,Top 20%,1,60,13,43.4749952374608,43.4749952374608,0.0,304.340711524593,4.302131555892442,26.858061344463085,0.0244114978578476,0.0874910683305923,0.0227245269674723,9111.39286
CL G,301948,Top 20%,1,70,14,40.6346738180396,71.323396365579,30.6887225475394,310.356099177595,5.115547573106182,27.109056856487552,0.0211701644336934,0.0766455473773673,0.0162610547696094,32704.97667
CL G,301948,Top 20%,1,80,15,68.4830749461577,68.4830749461577,0.0,317.63658085814205,5.791062061383606,26.8094439750902,0.0173128517845838,0.0711329211624751,0.0127939188066197,37413.8031
CL G,301948,Top 20%,1,90,16,67.0046465840715,67.0046465840715,0.0,322.7673581944121,6.382929831181434,25.980665782574555,0.0132031901760907,0.0635631940890899,0.010166342572407,48350.21759
CL G,301948,Top 20%,1,100,17,63.5424614778303,63.5424614778303,0.0,325.82904677712463,6.749074827798399,25.19166278624625,0.0091476908468919,0.062518885474783,0.0094174459089086,55080.18852
CL G,301948,Top 20%,1,110,18,60.5068223650613,60.5068223650613,0.0,325.3961296961024,6.899515414163162,24.661123767309466,0.0053957460087713,0.0442853866444402,0.0066848679108294,57806.58821
CL G,301948,Top 20%,1,120,19,55.2308665989475,55.2308665989475,0.0,321.14663505583457,6.911026849185181,24.568919513572983,0.0021396288466187,0.0579936348799881,0.0093081130231187,60734.7050899999
CL G,301948,Top 20%,1,130,20,50.0171300706054,50.0171300706054,0.0,314.3827285130361,6.915176002668375,25.1896229690539,-0.0004855064815698,0.0574319106417829,0.0103049539507949,64568.3826399999
CL G,301948,Top 20%,1,140,21,46.1851150724927,46.1851150724927,0.0,304.55181286229714,6.837042272261812,26.43649101677635,-0.0024016248446926,0.0565446062534239,0.011783497243546,71318.9003
CL G,301948,Top 20%,1,150,22,42.0046143231421,42.0046143231421,0.0,293.95560175959014,6.748882868047749,28.426783807993925,-0.0035878101385414,0.057926790361543,0.0144039767362061,76822.2303
CL G,301948,Top 20%,1,160,23,37.1235266602278,37.1235266602278,0.0,285.5493198571796,6.673976236350053,30.881745490484388,-0.0040802652858023,0.0581835051537745,0.0175865820369062,79892.06566
CL G,301948,Top 20%,1,170,24,34.5008707620062,34.5008707620062,0.0,277.8197094453467,6.577009334078191,33.601036692658944,-0.0039723122360554,0.0531529243402504,0.0197897624498112,80482.70416
CL G,301948,Top 20%,1,180,25,31.2115414030062,31.2115414030062,0.0,270.677856355176,6.487318874526504,36.45563435578638,-0.0034143919657746,0.0541459465473272,0.0251009266479404,80482.70416
CL G,301948,Top 20%,1,190,26,28.437065693066,28.437065693066,0.0,265.1266221480459,6.388644534581497,39.23810832722844,-0.0026140644783277,0.0433184606237744,0.0252730677074279,80482.70416
CL G,301948,Top 20%,1,200,27,25.6132828160039,25.6132828160039,0.0,260.6236273558841,6.355447733657335,41.68742276893601,-0.0018360088039767,0.0380171350611597,0.028275656103443,80482.70416
CL G,301948,Top 20%,1,210,28,22.9790394546948,22.9790394546948,0.0,257.4127655537527,5.992790634846181,43.70141519100012,-0.0014020229998774,0.037292367481186,0.0359835478414311,80482.70416
CL G,301948,Top 20%,1,220,29,20.9392966484602,20.9392966484602,0.0,257.76140073109946,5.685250143729314,45.2321809356072,-0.0016910241500798,0.0387036628642514,0.0497097744677939,80482.70416
CL G,301948,Top 20%,1,230,30,18.9633010057949,18.9633010057949,0.0,257.1648408446055,5.354307361907009,46.27029927528979,-0.0031390483655276,0.0318369049925401,0.0566590504658838,80482.70416
CL G,301948,Top 20%,1,240,31,18.011744449255,18.011744449255,0.0,255.34604093815983,5.014140837139064,46.87759388291319,-0.0062392507840588,0.0286961508934669,0.0757739293329828,80482.70416
CL G,301948,Top 20%,1,250,32,16.1657683951686,16.1657683951686,0.0,254.28945853844965,4.730785532062716,47.13231673038865,-0.011541905570405,0.0188160800545762,0.0844249945253642,80482.70416
2000L,302254,Top 20%,1,0,0,62.9828874975021,,0.0,301.0,0.577484424,0.0,0.1738781469969391,0.3537844856685545,2.131868154974893,0.0
2000L,302254,Top 20%,1,10,1,63.3085903328226,63.3085903328226,0.0,303.4441489,0.530133288,12.4093243228241,0.026316775383444,0.3621668220809848,1.390112062000536,0.0
2000L,302254,Top 20%,1,20,2,58.4082055551855,58.4082055551855,0.0,301.8484043,0.762744926,14.6656746003552,0.0050000963413879,0.2688531853699284,0.5292955016846753,0.0
2000L,302254,Top 20%,1,30,3,56.5903026821199,56.5903026821199,0.0,302.9459834,1.063032503,18.1525092695381,0.0180032951139124,0.2290750034414348,0.2177158208332212,20.166275
2000L,302254,Top 20%,1,40,4,55.8963985656875,55.8963985656875,0.0,305.0755814,1.386625,21.9891716585257,0.0199604076248218,0.2216460846328305,0.1587374273592994,636.319823999999
2000L,302254,Top 20%,1,50,5,50.936819173383,50.936819173383,0.0,305.8351801,1.655180807,24.2322738343694,0.0120643204785851,0.2395773831871167,0.2233764012053095,3383.14508
2000L,302254,Top 20%,1,60,6,46.5766259575034,46.5766259575034,0.0,338.2451524,2.202816412,28.8033719027531,0.0420667709603328,0.2320328759648293,0.3088301551850126,11521.29296
CL G,302254,Top 20%,1,0,7,56.5793335220586,56.5793335220586,0.0,319.6330919470659,1.6228238699714574,12.690034472192394,0.0315830055710225,0.0630154302417113,0.2478966538482648,0.0
CL G,302254,Top 20%,1,10,8,55.780360409867,55.780360409867,0.0,317.67444153448866,2.00637444012178,14.89280354851296,0.0307044933704672,0.0650871344321366,0.1356111840493205,0.0
CL G,302254,Top 20%,1,20,9,55.5100680521325,55.5100680521325,0.0,315.99338845075545,2.287396963348639,17.317254572655063,0.0286382391553142,0.0811061647223371,0.1085370236168307,0.0
CL G,302254,Top 20%,1,30,10,53.8973697684229,53.8973697684229,0.0,314.09859940343324,2.8320744610692787,19.8278806085709,0.0257312900039429,0.0860142082630437,0.0801544323105541,0.0
CL G,302254,Top 20%,1,40,11,50.2088614922622,50.2088614922622,0.0,312.4432796853576,3.4271789393909287,22.113021209453628,0.0222933871952538,0.0736911057598536,0.0496073132705257,0.0
CL G,302254,Top 20%,1,50,12,44.7883363529385,44.7883363529385,0.0,311.74015243087115,4.0927384776979725,23.85285896620177,0.018596966208668,0.07521650780115,0.0369747426728965,994.880372
CL G,302254,Top 20%,1,60,13,43.9728441128799,43.9728441128799,0.0,311.8958137713334,4.854188732633089,24.91542069335348,0.0148771567241271,0.065082601395308,0.0230986669455364,18998.74441
CL G,302254,Top 20%,1,70,14,41.3947055280848,71.5049018344232,30.110196306338395,311.6132427463777,5.572401366739683,25.252475404704533,0.0113317826220937,0.0641432085973054,0.0158019849908482,32377.64839
CL G,302254,Top 20%,1,80,15,68.9267632496281,68.9267632496281,0.0,313.4800024248434,6.231281790518997,24.93738125917241,0.008121361983551,0.0632920692511575,0.0098834284809431,35728.87909
CL G,302254,Top 20%,1,90,16,62.5357522924576,62.5357522924576,0.0,313.18252238052816,6.637174948996323,24.23552177521832,0.0053691070900027,0.0712947161789013,0.0055745484145638,42726.73256
CL G,302254,Top 20%,1,100,17,61.798842891716,61.798842891716,0.0,312.21300786740056,6.8432522797817,23.51610250162496,0.0031609244234736,0.0506046831468915,0.0004205227724105,48998.38253
CL G,302254,Top 20%,1,110,18,57.0451478163369,57.0451478163369,0.0,313.0876894750563,6.911440900956961,22.917805210304547,0.0015454146665089,0.0456935794822192,-0.0025823220533256,51682.4500999999
CL G,302254,Top 20%,1,120,19,53.4898810530873,53.4898810530873,0.0,310.7440951219221,7.005827970043334,22.531960878182044,0.0005338727021746,0.0600830184086503,-0.0071311073403656,55505.0515399999
CL G,302254,Top 20%,1,130,20,50.8630875574502,50.8630875574502,0.0,302.9926149156911,7.143111075961892,22.248450203339463,0.0001002876140573,0.0522406068243126,-0.0094198304911892,62199.08142
CL G,302254,Top 20%,1,140,21,47.0532264204356,47.0532264204356,0.0,295.06733726980883,6.900780719857972,21.933781341487272,0.0001813426862647,0.0568275440053298,-0.0138346583572874,71287.61192
CL G,302254,Top 20%,1,150,22,41.9379365494349,41.9379365494349,0.0,288.6150564435645,6.720861596028065,21.74056803772233,0.0006764154034246,0.0623813934157087,-0.0193579451968286,77632.82104
CL G,302254,Top 20%,1,160,23,36.7592078642953,36.7592078642953,0.0,283.40361605165407,6.691754430623763,21.170718632870667,0.0014475774506861,0.0572060806692835,-0.0219441179070367,80090.25192
CL G,302254,Top 20%,1,170,24,33.3617712704545,33.3617712704545,0.0,278.9816606083619,6.762611297308524,20.050860781586717,0.0023195947137185,0.0532528695458908,-0.0248602300956605,81255.89462
CL G,302254,Top 20%,1,180,25,29.5545106130242,29.5545106130242,0.0,274.7321796925406,6.89089514671646,18.415491370963185,0.0030799272787122,0.0408560019521905,-0.0230869417361495,81261.70349
CL G,302254,Top 20%,1,190,26,27.3449432158795,27.3449432158795,0.0,270.5165750120651,7.199024236353032,16.117571964519566,0.003478729432378,0.0377177159897433,-0.0258792212392549,81261.70349
CL G,302254,Top 20%,1,200,27,24.6073816803215,24.6073816803215,0.0,267.1425046654882,7.33946371100934,13.313006801245892,0.0032288496619478,0.0383975519978639,-0.0323675510587222,81261.70349
CL G,302254,Top 20%,1,210,28,22.4937429339017,22.4937429339017,0.0,264.5353835206398,7.1981515954778255,10.245327009002246,0.0020058306551737,0.0369762502977661,-0.0391684637852627,81261.70349
CL G,302254,Top 20%,1,220,29,21.6979091343058,21.6979091343058,0.0,261.7815506585003,7.072522419262096,7.29447474365154,-0.000552090699671,0.0272312841507955,-0.0376882175363981,81261.70349
CL G,302254,Top 20%,1,230,30,19.7593486311863,19.7593486311863,0.0,259.20004810233263,6.72918055467582,4.655378955974619,-0.0048439833137929,0.0153964046238942,-0.0298268197801402,81261.70349
CL G,302254,Top 20%,1,240,31,17.6612559503985,17.6612559503985,0.0,257.3811378650039,6.310468340840951,2.4593808043436627,-0.0113062218978771,0.0139481495724262,-0.0434609363564893,81261.70349
CL G,302254,Top 20%,1,250,32,16.988438025933,16.988438025933,0.0,256.22356412086896,5.949340701691285,0.8583071556293029,-0.0204124869620887,0.0077961858625731,-0.0582842513554908,81261.70349
2000L,302333,Middle 60%,0,0,0,64.8466723284264,,0.0,302.7302306,0.33537859,5.55131071269982,0.0195622652376259,1.289314622715297,1.017799409743747,0.0
2000L,302333,Middle 60%,0,10,1,63.0821935988809,63.0821935988809,0.0,303.7186985,0.480773306,8.96990553952042,0.0195912839473273,0.5819326716018935,0.60611481678522,0.0
2000L,302333,Middle 60%,0,20,2,58.8375581162992,58.8375581162992,0.0,306.3328804,0.756626866,11.7394136545293,0.010748351066233,0.2496381469853252,0.3646463355626366,0.0
2000L,302333,Middle 60%,0,30,3,56.9480568507293,56.9480568507293,0.0,306.3432203,1.094972114,14.1777335590586,0.0164273197766494,0.1458705855306706,0.2692674055842421,0.0
2000L,302333,Middle 60%,0,40,4,56.8719785075157,56.8719785075157,0.0,303.7693026,1.209657997,17.2982938166074,0.0367797319764833,0.1589718571170669,0.2878673839144694,1242.537132
2000L,302333,Middle 60%,0,50,5,53.899176341615,53.899176341615,0.0,302.811421,0.828134921,22.0441479906749,0.0487148182792423,0.3460969777647496,0.526536861481228,3639.045072
2000L,302333,Middle 60%,0,60,6,49.99391184862,49.99391184862,0.0,309.185923,2.066230159,26.2509351132326,0.0058994980140344,0.2142377347076468,0.27020597650665,7027.21252
CL G,302333,Middle 60%,0,0,7,60.3125701059082,60.3125701059082,0.0,300.5353817542264,1.3297818815559423,12.914370874640124,0.0357060318494526,0.3135849048711879,0.381399626755009,0.0
CL G,302333,Middle 60%,0,10,8,57.2394926064077,57.2394926064077,0.0,294.83583254818234,1.587860935444401,15.488477672649235,0.0328932729332971,0.2527019220015123,0.2380983063461426,0.0
CL G,302333,Middle 60%,0,20,9,55.1792930460267,55.1792930460267,0.0,293.95773498977485,1.782127673615756,18.18045352601714,0.0300537067707767,0.2015913177390364,0.1486593842682298,0.0
CL G,302333,Middle 60%,0,30,10,54.0179877550567,54.0179877550567,0.0,297.59471695575286,2.1241551203602658,20.95658929550332,0.0272145173304668,0.158632630410213,0.0916102926900242,63.328535
CL G,302333,Middle 60%,0,40,11,51.3723044195031,51.3723044195031,0.0,303.3558326141435,2.859865916267055,23.42542141487256,0.0244006505364506,0.1355912743991809,0.060758329645838,5495.022283
CL G,302333,Middle 60%,0,50,12,47.5783327060991,47.5783327060991,0.0,310.35760386775524,3.7625330411016407,25.23276163024914,0.0216348142683199,0.1480993982031913,0.0503888499983447,19895.24038
CL G,302333,Middle 60%,0,60,13,39.5818303525833,39.5818303525833,0.0,318.01414623800133,4.6563526568774245,26.19680404399267,0.0189374783611747,0.0981939512825846,0.0243465842796789,34195.9565
CL G,302333,Middle 60%,0,70,14,36.1195873269038,76.4195531346961,40.299965807792304,325.1927391606412,5.64998541426663,26.232243044295227,0.0163268746056231,0.0999339371600087,0.0166948466300751,45541.83517
CL G,302333,Middle 60%,0,80,15,72.9573101090166,72.9573101090166,0.0,330.1980500623173,6.632674221562612,25.528071299086527,0.0138189967477816,0.1007619967450818,0.0095261048041361,53174.0851599999
CL G,302333,Middle 60%,0,90,16,61.6865411643242,61.6865411643242,0.0,331.26813341806434,7.549489977099764,24.427974076145503,0.011427600489275,0.0642964911314654,0.001803904545799,57315.2594
CL G,302333,Middle 60%,0,100,17,58.5113997868513,58.5113997868513,0.0,326.8387703483665,8.14642696742606,23.527448271733896,0.0091642034872363,0.0538049405637863,-0.00184475519691,59491.36665
CL G,302333,Middle 60%,0,110,18,55.3599397355625,55.3599397355625,0.0,318.04339662453657,8.441084698466186,22.88826377058427,0.0070380853543069,0.0457962875433526,-0.0043103256619885,60606.22883
CL G,302333,Middle 60%,0,120,19,50.7425079764204,50.7425079764204,0.0,308.4352507694388,8.618976454346136,22.58220975256553,0.0050562876586362,0.0508974383706137,-0.0077856462849554,61925.08194
CL G,302333,Middle 60%,0,130,20,47.3749381202957,47.3749381202957,0.0,297.1895326665067,8.669321099644119,22.49074718308485,0.0032236139238821,0.060375038439642,-0.0128220763848411,66678.1102
CL G,302333,Middle 60%,0,140,21,43.664300112125,43.664300112125,0.0,286.1782917623673,8.459957472647092,22.37296264180401,0.0015426296292107,0.0510941798347133,-0.0140024310336481,74195.0589
CL G,302333,Middle 60%,0,150,22,39.2944845023202,39.2944845023202,0.0,276.7286136549405,8.252494957681675,21.91238225723013,1.366220929636952e-05,0.0469615362017505,-0.0159703130205633,81352.5009199999
CL G,302333,Middle 60%,0,160,23,34.853586602722,34.853586602722,0.0,272.7857706782115,7.906214813504665,20.96471968529524,-0.0013651989456783,0.0533134585206061,-0.0220267599056324,83882.98073
CL G,302333,Middle 60%,0,170,24,32.5980570005994,32.5980570005994,0.0,270.7683607798237,7.584658656043572,19.483187837012093,-0.0025981024900224,0.0506146893251307,-0.0251630834037239,83992.10358
CL G,302333,Middle 60%,0,180,25,29.68893204223,29.68893204223,0.0,266.66054302148075,7.462523304257237,17.557380426260263,-0.0036914351225367,0.0452922348514998,-0.0270806785721116,83992.10358
CL G,302333,Middle 60%,0,190,26,25.4147317102955,25.4147317102955,0.0,264.8340398649819,7.305329402821656,14.95228620902228,-0.0046538215865139,0.0334500512194215,-0.0242531690597288,83992.10358
CL G,302333,Middle 60%,0,200,27,22.4132042840649,22.4132042840649,0.0,259.25200445738125,7.087492014571552,11.928931195079988,-0.0054961246697382,0.0310599865493257,-0.0278257181058635,83992.10358
CL G,302333,Middle 60%,0,210,28,20.6034275239237,20.6034275239237,0.0,255.9030218582061,6.633140627511058,8.708230917137275,-0.0062314452044857,0.0324292533949514,-0.0371374796620178,83992.10358
CL G,302333,Middle 60%,0,220,29,18.8838218821465,18.8838218821465,0.0,253.53050852369157,6.129548735787646,5.827618845453748,-0.0068751220675242,0.0270038248267784,-0.0420118194616734,83992.10358
CL G,302333,Middle 60%,0,230,30,17.5336409056595,17.5336409056595,0.0,250.79332306027067,5.7894252617624815,3.4382658373221684,-0.007444732180113,0.0174146672329381,-0.0415353185836335,83992.10358
CL G,302333,Middle 60%,0,240,31,15.3510688236861,15.3510688236861,0.0,248.26985183648048,5.426105562324876,1.657025522345514,-0.0079600905080036,0.0102666592380664,-0.0517840541619226,83992.10358
CL G,302333,Middle 60%,0,250,32,13.9781432036679,13.9781432036679,0.0,246.81317630452293,5.017690595688458,0.5294443884950619,-0.0084432500614388,-0.0013436273980677,-0.0557860618170982,83992.10358
2000L,302335,Middle 60%,0,0,0,58.875445946846,,0.0,299.4065359,0.424701232,8.42705431838365,-0.1218469796790521,-0.4653615708881632,0.3482380373599617,0.0
2000L,302335,Middle 60%,0,10,1,60.8345305179955,60.8345305179955,0.0,302.5437908,0.745273802,11.0842669182948,0.0175517769702649,0.0681342587493065,0.3819100822452657,0.0
2000L,302335,Middle 60%,0,20,2,58.3075409089899,58.3075409089899,0.0,303.035982,1.040261414,14.0699699489342,0.0512828067082426,0.2118891081375513,0.34252331744447,0.0
2000L,302335,Middle 60%,0,30,3,54.7155544195031,54.7155544195031,0.0,300.8772059,1.364101098,17.4292780306394,0.04021630816649,0.2281975459943539,0.2660768755155109,0.0
2000L,302335,Middle 60%,0,40,4,53.1546785785652,53.1546785785652,0.0,298.2301471,1.746111089,20.8588663743339,0.0243022178521082,0.1851955809283875,0.1744181589972994,36.724904
2000L,302335,Middle 60%,0,50,5,49.8356769022402,49.8356769022402,0.0,299.5319368,2.124777775,24.0707077375666,0.0225702101476911,0.1208044763954292,0.0852357188496338,1310.064998
2000L,302335,Middle 60%,0,60,6,47.4503455227691,47.4503455227691,0.0,299.5309353,2.441539286,24.2997369227353,0.033129697311324,0.0455517348860717,-0.0030242411007345,4979.55089999999
CL G,302335,Middle 60%,0,0,7,60.4053821132795,60.4053821132795,0.0,297.07963644812065,1.0779904579840989,11.029335246096087,0.0096805709631747,0.1545124680345282,0.3591001673263794,0.0
CL G,302335,Middle 60%,0,10,8,57.0565876795666,57.0565876795666,0.0,294.4328385593239,1.3738540883029644,13.538487127926858,0.018645440471144,0.1829020649057752,0.2985291767801215,0.0
CL G,302335,Middle 60%,0,20,9,55.0906297986189,55.0906297986189,0.0,294.2880490393043,1.862831737826475,16.260530456642584,0.0242698310220563,0.1391899961883197,0.1647785192856225,0.0
CL G,302335,Middle 60%,0,30,10,53.1408263282932,53.1408263282932,0.0,292.38161973426725,2.532770559807499,18.899848794202317,0.0271261755340136,0.1088951615937055,0.0945789671342771,0.0
CL G,302335,Middle 60%,0,40,11,49.899553070672,49.899553070672,0.0,292.4394548557102,3.3463844711430726,21.18755057370331,0.0277439850350698,0.1052268197550601,0.0666791936230962,12.334016
CL G,302335,Middle 60%,0,50,12,49.1594519360998,49.1594519360998,0.0,295.8629045345285,4.227048048902488,22.859998994550477,0.0266098486632302,0.0968693150841463,0.0436892512738783,4055.133092
CL G,302335,Middle 60%,0,60,13,43.7100395268545,43.7100395268545,0.0,301.5753120978849,5.105005777720617,23.714078096360204,0.0241674336664518,0.0511852596859609,0.0155605832006829,11903.71631
CL G,302335,Middle 60%,0,70,14,40.8575011050063,72.0545054948293,31.197004389823,307.4833753753009,5.974559650332333,23.68255460526759,0.0208174854026429,0.0548129967113734,0.0099912932722106,24233.91571
CL G,302335,Middle 60%,0,80,15,69.2019670729811,69.2019670729811,0.0,312.6173009362187,6.812178941375149,23.0412173148412,0.0169178273396636,0.0597763360976531,0.0047209271903291,31779.47266
CL G,302335,Middle 60%,0,90,16,66.7650112125047,66.7650112125047,0.0,316.01591419589334,7.391295330392876,21.853529964198863,0.0127833610553257,0.04904832377362,-0.0005227090611946,35492.24091
CL G,302335,Middle 60%,0,100,17,64.8523436910233,64.8523436910233,0.0,317.3144973481574,7.852734386807951,20.681903065558146,0.0086860662373922,0.0439090770644386,-0.0039543652175303,39113.41427
