Cell Line,ID,Titer_group,Titer_category,Run Time (hr),input_index,glc,glc_after,glc_feed,osmo,vcd,lac,mu,qglc_poly,qlac_poly,base
2000L,754886,Middle 60%,0,60,6,26.583913741424,26.583913741424,0.0,293.2379158,1.029540851,21.0295818605683,0.0434360691324936,0.2645260311434522,0.3214630006047562,10486.5713
CL G,754886,Middle 60%,0,0,7,54.3490000166522,54.3490000166522,0.0,306.7821779357144,1.258524300070547,17.355371543686076,0.0520607052441613,0.1009587189743652,0.1650427187180894,0.0
CL G,754886,Middle 60%,0,10,8,54.3022230011767,54.3022230011767,0.0,307.3536545071013,1.6336613186214073,19.909456693408327,0.0426960686082966,0.109424900688769,0.0952166864669669,0.0
CL G,754886,Middle 60%,0,20,9,48.8784102777592,48.8784102777592,0.0,309.88060882152826,2.0591026657748457,22.679630200267017,0.0348745269913084,0.0884415951382472,0.048086779283893,0.959083
CL G,754886,Middle 60%,0,30,10,40.6753409378538,40.6753409378538,0.0,313.1135797865414,2.612716567639397,25.547170950980192,0.0283991320503271,0.0724857961727965,0.0274223104689994,2284.764658
CL G,754886,Middle 60%,0,40,11,46.5537752780923,46.5537752780923,0.0,317.8239915594532,3.2455305077731995,28.05054228957403,0.0230846403573184,0.094556838479333,0.0275109270974513,17837.16236
CL G,754886,Middle 60%,0,50,12,43.1313287650702,43.1313287650702,0.0,322.5564231698264,3.930697149207055,29.98026983407486,0.018757513399083,0.0895512757712035,0.0222260004921856,45582.17457
CL G,754886,Middle 60%,0,60,13,38.3470037245498,38.3470037245498,0.0,325.99534008669207,4.639735220132036,31.161170470131477,0.015255917577257,0.0684100370676014,0.0160152603625194,76638.7793
CL G,754886,Middle 60%,0,70,14,34.0940124993524,64.881417174323,30.787404674970603,329.07362055119603,5.302395497087519,31.40368300622468,0.0124297242083113,0.0698978732246294,0.0167899604765419,81237.8006
CL G,754886,Middle 60%,0,80,15,60.7754519416505,60.7754519416505,0.0,332.46523613701595,5.840615865420755,31.004826812083003,0.0101405095235523,0.0736053770428068,0.0192593668163754,81237.8006
CL G,754886,Middle 60%,0,90,16,58.2201468727103,58.2201468727103,0.0,334.0067017478176,6.258597854789716,28.733982840313907,0.0082615546691212,0.0674506745675093,0.0199374809009349,84171.62651
CL G,754886,Middle 60%,0,100,17,55.3109783298918,55.3109783298918,0.0,332.866882893482,6.588221663420584,32.619867405400505,0.0066778457059945,0.064579056520294,0.0219745542664448,88003.92212
CL G,754886,Middle 60%,0,110,18,51.959823852661,51.959823852661,0.0,327.8979708779861,6.8702447552656665,32.25171103068949,0.0052860736099839,0.0622277583371367,0.0245627911140099,94462.80525
CL G,754886,Middle 60%,0,120,19,49.0145323608428,49.0145323608428,0.0,322.28531493134085,7.067963702221585,27.504563048200204,0.0039946342717362,0.0680958046079916,0.0312172441680853,102908.8835
CL G,754886,Middle 60%,0,130,20,45.7047493505628,45.7047493505628,0.0,321.2794074345219,7.060370610432551,26.62569716892958,0.0027236284967332,0.0691616410912479,0.0367418927750991,117595.4322
CL G,754886,Middle 60%,0,140,21,40.8212827105397,40.8212827105397,0.0,321.74209554663435,7.022087233990072,26.61191640042602,0.001404862005292,0.0730517207256502,0.0448028989015358,140139.595
CL G,754886,Middle 60%,0,150,22,34.4508133006949,34.4508133006949,0.0,326.0528529437529,6.995653764369086,32.976777512711486,-1.815456743509136e-05,0.0772358246794971,0.054449598665543,173099.7798
CL G,754886,Middle 60%,0,160,23,26.8562931903461,26.8562931903461,0.0,332.3641609271172,6.834591742646073,40.85193593972407,-0.0015902056714608,0.077569917246429,0.0625890963745431,227190.6299
CL G,754886,Middle 60%,0,170,24,18.9204076356046,38.489161690187,19.568754054582396,341.7289586912496,6.554868342038563,50.247299462598576,-0.0033443708419627,0.076653266237412,0.0705071250138316,283150.599399999
CL G,754886,Middle 60%,0,180,25,34.3831964575146,34.3831964575146,0.0,353.9066332975969,6.206216519234514,60.79612398889154,-0.0053020246992833,0.0806004544973487,0.0842187178065747,335969.6686
CL G,754886,Middle 60%,0,190,26,29.2479019627434,29.2479019627434,0.0,366.3620816985791,5.745785676309582,71.58382370116026,-0.0074728369489295,0.0868624050028997,0.1027967499055429,405715.663399999
CL G,754886,Middle 60%,0,200,27,20.5375427740402,20.5375427740402,0.0,380.6709280015207,5.187210540845657,81.8750389440246,-0.0098547723815737,0.0990705991584197,0.1324725909771244,468855.5566
CL G,754886,Middle 60%,0,210,28,14.144020693177,14.144020693177,0.0,394.98370407570985,4.519655697643845,90.81029550076984,-0.0124340908730526,0.1099514920193458,0.165816993773747,522140.4211
CL G,754886,Middle 60%,0,220,29,12.2989882435222,32.021463217752,19.7224749742298,407.5949948212794,3.867932885416613,97.93381680829413,-0.0151853473843682,0.1176973865024519,0.1999464655004256,561241.267099999
CL G,754886,Middle 60%,0,230,30,27.9154979850795,27.9154979850795,0.0,418.8797219837965,3.246161899786572,102.6667881033556,-0.0180713919616871,0.1468517698032502,0.2808547887944009,597126.1987
CL G,754886,Middle 60%,0,240,31,25.247329031506,25.247329031506,0.0,427.0440272846832,2.7270718030044154,104.94970501399573,-0.021043369736341,0.1984675945311866,0.4273246587479083,627766.4178
CL G,754886,Middle 60%,0,250,32,21.1981404782521,21.1981404782521,0.0,431.4505083272325,2.369904340320097,104.9283195145115,-0.024040720924826,0.2280297154780897,0.5531251290082969,657492.9199
2000L,754887,Top 20%,1,0,0,35.1746710462044,,0.0,275.8049887,0.112575755,0.0,0.0983419650941656,0.6977449408316855,-2.735193623808731,40.972799
2000L,754887,Top 20%,1,10,1,34.4251326239481,34.4251326239481,0.0,277.6190476,0.185303026,0.0,0.044733418504094,0.403345402507231,0.329620460227055,0.0
2000L,754887,Top 20%,1,20,2,33.6755942016918,33.6755942016918,0.0,279.4331066,0.258030297,0.315065119893428,0.0268376625403337,0.2882634902307036,1.242415169280818,0.0
2000L,754887,Top 20%,1,30,3,32.9153537101179,32.9153537101179,0.0,280.595583,0.33748768,5.27722571047957,0.0218154018998474,0.2295430004546502,1.39438207633029,0.0
2000L,754887,Top 20%,1,40,4,32.0862953107307,32.0862953107307,0.0,277.6273852,0.455714294,10.2393863121669,0.0187132835496855,0.1843321281981979,1.121531024993391,2.43108
2000L,754887,Top 20%,1,50,5,31.2572369057927,31.2572369057927,0.0,274.6591873,0.573940908,15.2015469027531,0.0184638967269864,0.1637542569757481,0.7703120492080956,2643.079255
2000L,754887,Top 20%,1,60,6,30.2106186194187,30.2106186194187,0.0,279.4534364,0.774196563,18.5561639209591,0.0338857729389766,0.1387443236507623,0.3405264472995594,7257.45805299999
CL G,754887,Top 20%,1,0,7,59.0557777703767,59.0557777703767,0.0,314.7395598991454,0.9958115142492618,17.29087207650499,0.0298690261417027,0.1774169469703815,0.261066050602215,2909.400225
CL G,754887,Top 20%,1,10,8,55.783082772708,55.783082772708,0.0,310.3199862891094,1.2209879730708055,18.996646516567,0.0304741362529122,0.1533869227937964,0.1609213914231991,159.90001
CL G,754887,Top 20%,1,20,9,54.982954672617,54.982954672617,0.0,306.6751152293135,1.5578691024455804,20.882125798725163,0.02970274904333,0.1378566862745082,0.1070444908128252,159.90001
CL G,754887,Top 20%,1,30,10,53.2799972801349,53.2799972801349,0.0,304.4064889521942,1.9868169809009557,22.778692449611917,0.0278745854136232,0.1215675135521965,0.0714741543523262,159.90001
CL G,754887,Top 20%,1,40,11,49.4997673349763,49.4997673349763,0.0,303.79653265067594,2.534404692650182,24.59497664943755,0.0252791235295582,0.1059018636231278,0.0478129612351707,159.90001
CL G,754887,Top 20%,1,50,12,47.7660095694842,47.7660095694842,0.0,304.9057158333763,3.1666413660000714,26.11369942511166,0.0221755988220002,0.0955390588270725,0.0334113346289533,424.893335
CL G,754887,Top 20%,1,60,13,42.6061626368258,42.6061626368258,0.0,307.5384947731436,3.792592125648312,27.11004401782836,0.0187930039869138,0.0782723962175717,0.0213181282268176,10226.40908
CL G,754887,Top 20%,1,70,14,39.9393428528608,67.7822203678871,27.84287751502631,311.6440028893732,4.398027646373639,27.41656002124441,0.0153300889853623,0.0768189326578431,0.0163617705987072,19679.1258
CL G,754887,Top 20%,1,80,15,64.9249407180443,64.9249407180443,0.0,316.6500221549488,4.93093934872253,27.06313130238465,0.0119553610435083,0.0716306670760426,0.0119918571211774,31493.43176
CL G,754887,Top 20%,1,90,16,62.0310225027198,62.0310225027198,0.0,319.37555138007366,5.34342473169613,26.234068930828347,0.0088070846526135,0.0641964251846259,0.0085242578074551,37199.53995
CL G,754887,Top 20%,1,100,17,62.2319515308954,62.2319515308954,0.0,320.077645559205,5.60005419242538,25.4309463351958,0.0059932815690384,0.0583927580070415,0.0062567206393328,39559.67072
CL G,754887,Top 20%,1,110,18,58.1814106108039,58.1814106108039,0.0,321.21619935861634,5.715107221145602,24.964186056668737,0.0035917308142427,0.060864787781692,0.0054256871759257,41623.6000099999
CL G,754887,Top 20%,1,120,19,55.9069435378227,55.9069435378227,0.0,320.3636333027006,5.754671643590331,24.77181409618992,0.0016499686747854,0.0609952294196319,0.0047467838259796,45611.18092
CL G,754887,Top 20%,1,130,20,50.8004371211616,50.8004371211616,0.0,318.37425180729,5.751417179618385,24.915731488048493,0.0001852887023242,0.066073382635525,0.0047936681403511,52909.69406
CL G,754887,Top 20%,1,140,21,46.2958412486955,46.2958412486955,0.0,312.61319953367365,5.640220927738659,25.654222523560755,-0.0008152582863839,0.0682470666383232,0.0049776220646065,63086.08189
CL G,754887,Top 20%,1,150,22,42.7231057860964,42.7231057860964,0.0,305.72972462379715,5.511520816961997,26.73242820986736,-0.0013948642094832,0.0675855313847816,0.0053246204277263,76258.53401
CL G,754887,Top 20%,1,160,23,38.2777490619241,38.2777490619241,0.0,299.32621592045484,5.394912929705434,28.23736076852101,-0.0016269637200183,0.0722603108735429,0.0065092807456843,90685.63255
CL G,754887,Top 20%,1,170,24,35.3782072204089,35.3782072204089,0.0,297.6432978574247,5.314360090393243,29.79607010723271,-0.0016152342059354,0.0722656631380386,0.0077314290754894,105816.7445
CL G,754887,Top 20%,1,180,25,30.7657966151557,30.7657966151557,0.0,296.9932980200016,5.256074685394325,31.305760166622186,-0.0014935957900812,0.0693640609213954,0.0090060082436584,121244.724399999
CL G,754887,Top 20%,1,190,26,25.3577162903261,25.3577162903261,0.0,296.05087503500795,5.175458936305736,32.682494817875934,-0.0014262113302034,0.0657434867456114,0.0104645217633566,141443.6888
CL G,754887,Top 20%,1,200,27,20.6782543628854,20.6782543628854,0.0,295.6701874410803,5.011708092449465,33.59377945345081,-0.0016074864189509,0.0685684178033578,0.0134237652858107,148562.1953
CL G,754887,Top 20%,1,210,28,17.4221439974244,42.2557009680336,24.8335569706092,296.1270725671517,4.807979428732625,34.002964645499695,-0.0022620693838732,0.0742262319497469,0.0178677537700264,149870.5244
CL G,754887,Top 20%,1,220,29,39.3984213181909,39.3984213181909,0.0,296.8829422773258,4.541201414900064,33.945920040532464,-0.003644851287421,0.0747405597358181,0.0220859402169164,149870.9106
CL G,754887,Top 20%,1,230,30,39.3692283742978,39.3692283742978,0.0,297.6589768151485,4.27447290308816,33.64112696099598,-0.0060409659269456,0.0671317359013989,0.0243116538538213,149870.9106
CL G,754887,Top 20%,1,240,31,35.739103227203,35.739103227203,0.0,298.36172942149346,4.024026547307746,33.22409119840257,-0.0097657898346999,0.0735784502057989,0.0326301068637794,149870.9106
CL G,754887,Top 20%,1,250,32,32.8378461500033,32.8378461500033,0.0,299.1436969981804,3.782355016184294,32.79469842141108,-0.0151649422778369,0.082222747109303,0.0446828888398063,149870.9106
2000L,755846,Top 20%,1,0,0,34.3291359932502,,0.0,286.844512,0.122094451,0.0,0.137252025747837,0.3905290025296133,-2.290007869586797,0.0
2000L,755846,Top 20%,1,10,1,34.0042146473056,34.0042146473056,0.0,284.9688607,0.188761116,0.0,0.0573016650729368,0.1689448172936109,0.5068806969508789,0.0
2000L,755846,Top 20%,1,20,2,33.6792933069117,33.6792933069117,0.0,283.0932094,0.255427781,1.18020496225577,0.0331428041631693,0.1201144713801528,1.372020894353607,0.0
2000L,755846,Top 20%,1,30,3,33.2899442205643,33.2899442205643,0.0,281.2175582,0.343144639,6.05616530861456,0.0250119163327077,0.128378826489601,1.412586270544461,0.0
2000L,755846,Top 20%,1,40,4,32.6224739448033,32.6224739448033,0.0,279.3419069,0.5258436,10.9321256549733,0.0163923324105907,0.1369342743658953,0.9479754551185556,0.0
2000L,755846,Top 20%,1,50,5,31.9550036690423,31.95500366904229,0.0,276.0678125,0.708542561,15.8080860013321,0.0140142407407234,0.1616573179510347,0.5528934105017164,1749.54758
2000L,755846,Top 20%,1,60,6,30.3482113002064,30.3482113002064,0.0,279.8178125,0.892126759,18.3297827042628,0.0478546871818762,0.1924140702514448,0.1843980860566558,6706.831536
CL G,755846,Top 20%,1,0,7,56.8575172073092,56.8575172073092,0.0,312.04806895909087,1.213305501890288,47.11824700648581,0.0380811661465684,0.2180591599349893,-0.9765529216221864,0.0
CL G,755846,Top 20%,1,10,8,57.6493017717977,57.6493017717977,0.0,308.24510124904026,1.480200451276085,38.13078610805776,0.0325998846007621,0.1745672843920651,-0.5981661350823482,0.0
CL G,755846,Top 20%,1,20,9,56.2319525300295,56.2319525300295,0.0,305.1565964856549,1.7507314453547105,29.989490246536,0.0278971669055801,0.1446867480279614,-0.3772051695939531,0.0
CL G,755846,Top 20%,1,30,10,53.4667081140789,53.4667081140789,0.0,303.12227121053013,2.118580596439571,23.451950375486533,0.0238669721415819,0.1212101745046453,-0.2372343466580315,0.0
CL G,755846,Top 20%,1,40,11,50.1863831346166,50.1863831346166,0.0,302.7702539231957,2.5612312462634383,19.07803067029118,0.0204116068959305,0.100771380556949,-0.1446791243214024,0.0
CL G,755846,Top 20%,1,50,12,46.7658935644663,46.7658935644663,0.0,303.8177609578285,3.0202258537759925,17.205724158806767,0.0174417252623924,0.0843772316918778,-0.0855776324041284,0.0
CL G,755846,Top 20%,1,60,13,42.3913290426075,42.3913290426075,0.0,305.5997722683048,3.461824005434554,17.749710440456912,0.0148763288413376,0.0727848232208443,-0.048967837733891,6952.899756
CL G,755846,Top 20%,1,70,14,40.2236383745198,66.6202198844607,26.396581509940894,308.5201023571015,3.918408445400381,19.923585885860263,0.0126427667397395,0.0592573125494782,-0.023523184472187,15339.89865
CL G,755846,Top 20%,1,80,15,64.025909933613,64.025909933613,0.0,310.9455952675246,4.400592754904417,22.53836131054676,0.0106767355711751,0.1011663820893483,-0.0178310064487946,20355.37952
CL G,755846,Top 20%,1,90,16,58.2695137547458,58.2695137547458,0.0,312.8400917570432,4.797860561073149,24.033599761251672,0.008922279455825,0.0905453268880826,-0.0002567866302504,22935.21563
CL G,755846,Top 20%,1,100,17,60.6680520770887,60.6680520770887,0.0,313.504445682064,5.157113660752909,21.839695123601683,0.007331790020473,0.0486598857051927,0.0062806152159118,23042.0017199999
CL G,755846,Top 20%,1,110,18,58.30168204223,58.30168204223,0.0,312.7391200408678,5.446739321311358,20.60034538954178,0.0058660063985067,0.0526721093572723,0.0117838639877558,23042.0017199999
CL G,755846,Top 20%,1,120,19,56.7380605697284,56.7380605697284,0.0,310.1071467692289,5.643146223635143,20.155688417373483,0.004494015229917,0.0567804834262434,0.0161348591184188,23429.77612
CL G,755846,Top 20%,1,130,20,53.0877383045804,53.0877383045804,0.0,305.5009432369155,5.756051762665736,20.1490905204727,0.0031932506612984,0.054794745984007,0.0171213513054967,26699.01896
CL G,755846,Top 20%,1,140,21,50.549327332978,50.549327332978,0.0,300.7250996332865,5.8094552163219975,20.701508268374376,0.0019494943458488,0.0517915749754758,0.0160480150307279,33456.68251
CL G,755846,Top 20%,1,150,22,46.5963102588867,46.5963102588867,0.0,294.1034263092232,5.831302971627754,21.152035564656085,0.0007568754433697,0.0519738157066942,0.0143877905551133,41836.53717
CL G,755846,Top 20%,1,160,23,39.0057462587979,39.0057462587979,0.0,286.92294803439347,5.74694083406275,21.569815647044997,-0.0003821293797338,0.0572146344967512,0.0121950694789958,50544.56669
CL G,755846,Top 20%,1,170,24,39.0300872854637,39.0300872854637,0.0,281.33691893901164,5.429563717155607,21.33337337217521,-0.0014566959504535,0.0606513504245868,0.0071490919804399,57516.1055
CL G,755846,Top 20%,1,180,25,33.231540886787,33.231540886787,0.0,277.0181695164729,5.254671483502102,21.01182525447189,-0.0024476525891775,0.0557477720226098,-0.000596104058891,60242.30194
CL G,755846,Top 20%,1,190,26,31.1423380126112,31.1423380126112,0.0,272.4834153757522,5.226271161814448,20.496600209470863,-0.0033274801096902,0.0587610962457806,-0.0102888072353151,60242.30194
CL G,755846,Top 20%,1,200,27,27.7903137225515,27.7903137225515,0.0,267.11576155970295,5.004738900251309,19.193989890478896,-0.0040603118191726,0.0578881751733521,-0.0219326079125555,60242.30194
CL G,755846,Top 20%,1,210,28,24.5669983514287,24.5669983514287,0.0,262.7275512825033,4.777731073186957,17.549926253025227,-0.0046019335182025,0.0560890139639086,-0.0351566617338308,60242.30194
CL G,755846,Top 20%,1,220,29,22.1988429472235,22.1988429472235,0.0,258.93070375207526,4.605056140156767,15.645177019144333,-0.0048997835007538,0.0569674940933083,-0.0527038539868388,60242.30194
CL G,755846,Top 20%,1,230,30,19.3540777381824,19.3540777381824,0.0,256.28619269765056,4.462529686824616,13.700109449524897,-0.0048929525541971,0.0608710359825894,-0.078051226753569,60242.30194
CL G,755846,Top 20%,1,240,31,18.7527465085814,18.7527465085814,0.0,254.5607691177792,4.311048519549698,12.033250251997933,-0.0045121839592996,0.0661287376972108,-0.1130154049678221,60242.30194
CL G,755846,Top 20%,1,250,32,16.8069047381158,16.8069047381158,0.0,253.51037800107383,4.148428024402411,10.8496668740705,-0.0036798734902247,0.0616753848977014,-0.1369292012067375,60242.30194
2000L,755847,Middle 60%,0,0,0,36.8658491640578,,0.0,286.6186703,0.117478353,6.23489720248667,0.1516267945275149,1.796695137891957,2.097551558779088,0.0
2000L,755847,Middle 60%,0,10,1,35.261631080841,35.261631080841,0.0,283.3399818,0.186866103,8.84451714031971,0.0627671954630751,0.8877502007153192,1.461711902902889,0.0
2000L,755847,Middle 60%,0,20,2,33.6574129920735,33.6574129920735,0.0,280.0612933,0.256253853,11.64344571492,0.0341270536636252,0.5130252348085629,1.153757436859439,0.0
2000L,755847,Middle 60%,0,30,3,32.1314487888274,32.1314487888274,0.0,277.1419819,0.332883529,14.7477483459147,0.0241238426530608,0.3238237828973759,0.9431167960050192,0.0
2000L,755847,Middle 60%,0,40,4,31.4167601467616,31.4167601467616,0.0,279.2833095,0.491341775,18.0042139764653,0.0146691967719658,0.193110288662902,0.6676089837389529,0.0
2000L,755847,Middle 60%,0,50,5,30.7020715102466,30.7020715102466,0.0,281.4246372,0.649800021,21.2132909080817,0.0111689111776123,0.1427013469395948,0.5199802785346372,1729.153
2000L,755847,Middle 60%,0,60,6,29.4202384766535,29.4202384766535,0.0,282.3005365,0.886692759,24.7114118561278,0.0425229418439603,0.11427651946356,0.387422906448674,7759.233351
CL G,755847,Middle 60%,0,0,7,56.1323691689424,56.1323691689424,0.0,316.3508495075173,1.2246844947849402,15.930040173941,0.0115158083841531,0.1073975026472479,0.2158296490801808,0.0
CL G,755847,Middle 60%,0,10,8,53.2193146994826,53.2193146994826,0.0,311.80363885564014,1.5061013378946109,17.999932516608833,0.018780774969831,0.1231690433685296,0.1613534098741892,0.0
CL G,755847,Middle 60%,0,20,9,53.0326500310841,53.0326500310841,0.0,305.8824993851816,1.864763575727013,20.23205712035845,0.0230006655175265,0.1228272167185538,0.1135986402171531,0.0
CL G,755847,Middle 60%,0,30,10,52.6275668032149,52.6275668032149,0.0,302.7800794312776,2.4372145391013045,22.49918214885744,0.0247562759951898,0.1087276542918468,0.0740878165402752,0.0
CL G,755847,Middle 60%,0,40,11,49.702986617154,49.702986617154,0.0,302.6824347376164,3.0924016190598334,24.63192297253472,0.0245782693355663,0.0947826951422894,0.0487071054352563,0.0
CL G,755847,Middle 60%,0,50,12,45.5379453362641,45.5379453362641,0.0,301.1687215045757,3.811156881347478,26.351477464786967,0.0229471754361958,0.0862965188635651,0.0338113831360048,1840.657412
CL G,755847,Middle 60%,0,60,13,39.8563228590776,39.8563228590776,0.0,301.4105207885927,4.570236433462899,27.44262886779783,0.0202933911594131,0.0717968304532717,0.021475615475339,18651.58054
CL G,755847,Middle 60%,0,70,14,36.9328689802171,36.9328689802171,0.0,304.89234292767657,5.250005191800783,27.831139603811597,0.0169971803323479,0.0657325717515214,0.0148923008031914,34631.1622999999
CL G,755847,Middle 60%,0,80,15,33.9950788200731,64.1319533056129,30.1368744855398,310.0150597145444,5.794520732423526,27.4447699399872,0.0133886737469243,0.0647203825614405,0.0109005674033607,39289.00146
CL G,755847,Middle 60%,0,90,16,61.2097145251892,61.2097145251892,0.0,315.2796920832393,6.20974270979095,26.598417981076523,0.0097478691598614,0.0626478096838699,0.0075812805461227,39289.00146
CL G,755847,Middle 60%,0,100,17,60.6645673194342,60.6645673194342,0.0,319.3592913464296,6.470336812413162,25.569106812884197,0.0063046312926733,0.0561463139578751,0.0045942194875386,39289.00146
CL G,755847,Middle 60%,0,110,18,55.9737652367947,55.9737652367947,0.0,321.5941696163284,6.571370917710738,24.69711640213224,0.0032386918316683,0.0558641216511411,0.0027440774240151,39465.23365
CL G,755847,Middle 60%,0,120,19,53.2957733630853,53.2957733630853,0.0,321.4239629570805,6.548014843876511,24.31934389084616,0.0006796494279502,0.0640575251072634,0.0013875045948781,41407.98923
CL G,755847,Middle 60%,0,130,20,47.9672971591287,47.9672971591287,0.0,318.8372601053015,6.43492718440614,24.586737891006912,-0.001293030302583,0.0597870008784425,-8.65765058365928e-05,46744.37779
CL G,755847,Middle 60%,0,140,21,43.639733852883,43.639733852883,0.0,311.99512071805736,6.297055188539309,25.2839500108151,-0.0026500147792385,0.0630595247308175,-0.0013147759906393,54197.30431
CL G,755847,Middle 60%,0,150,22,39.5021572026466,39.5021572026466,0.0,302.69769253139293,6.164096883551148,26.16740627990605,-0.0034121044565282,0.0660988411299262,-0.002445844872019,64672.16068
CL G,755847,Middle 60%,0,160,23,34.9944824651968,34.9944824651968,0.0,293.2596199690894,6.049921125032452,27.293486746198976,-0.0036502328241698,0.0626384657802093,-0.0031453858626636,84438.89748
CL G,755847,Middle 60%,0,170,24,30.8538269499766,30.8538269499766,0.0,286.0990023594051,5.913926678345278,28.23582513486992,-0.0034854664070858,0.0624217790198031,-0.003786623461562,103851.1682
CL G,755847,Middle 60%,0,180,25,26.3988125957503,26.3988125957503,0.0,281.4731403106707,5.768374456345661,28.74536954270213,-0.0030890047654043,0.0640309055657921,-0.0043791408991695,111261.9133
CL G,755847,Middle 60%,0,190,26,23.4350442283354,23.4350442283354,0.0,278.53692187384485,5.610266144353381,28.83694386642545,-0.0026821804944583,0.0608713947162464,-0.0044623043678187,111764.7018
CL G,755847,Middle 60%,0,200,27,19.9816350718266,19.9816350718266,0.0,277.87847602834285,5.347968851632003,28.54294726059014,-0.0025364592247862,0.0581595807405152,-0.0043697870518398,111764.7018
CL G,755847,Middle 60%,0,210,28,17.0859841470725,43.4238330875797,26.3378489405072,278.213890375351,4.985763423215497,27.65705765184715,-0.0029734396221315,0.0564533244576623,-0.0041403265876704,111764.7018
CL G,755847,Middle 60%,0,220,29,40.501594307156,40.501594307156,0.0,282.79207826791827,4.663050540273551,26.44921532318845,-0.0043648533874432,0.055442161393669,-0.003713909251834,111764.7018
CL G,755847,Middle 60%,0,230,30,38.747310775106,38.747310775106,0.0,289.5875496935233,4.290657011370419,25.167029746350792,-0.0071325652568749,0.0561976376191063,-0.0030586384659281,111764.7018
CL G,755847,Middle 60%,0,240,31,37.5429756322298,37.5429756322298,0.0,293.2101273586756,3.949632484916039,23.98431850941921,-0.0117485730017863,0.0535064294066123,-0.001746816777269,111764.7018
CL G,755847,Middle 60%,0,250,32,33.533861758698,33.533861758698,0.0,296.1740809408703,3.694330170933536,23.08065283878113,-0.0187350074287417,0.0533115298849605,0.0002306734955196,111764.7018
2000L,756349,Top 20%,1,0,0,35.4887692333311,,0.0,289.7629006,0.189741401,0.873080817051509,0.1005879403200731,0.8101891133627208,1.577461238894633,0.0
2000L,756349,Top 20%,1,10,1,34.2518122738071,34.25181227380709,0.0,288.0786901,0.236351571,4.14357176953818,0.0464233076274413,0.5301549100141839,1.3806914432548,0.0
2000L,756349,Top 20%,1,20,2,33.0148553198339,33.0148553198339,0.0,286.3944795,0.28296174,7.41406272202486,0.0292488024329382,0.3801818872204301,1.195274320579333,0.0
2000L,756349,Top 20%,1,30,3,31.8406372588201,31.8406372588201,0.0,284.710269,0.339612336,10.6845536745115,0.0250278318649485,0.296068058175226,0.9863441327932604,0.0
2000L,756349,Top 20%,1,40,4,30.9142262039565,30.9142262039565,0.0,283.0260585,0.435114074,13.9550446269982,0.0216811603717743,0.2395170868173372,0.7276293991070286,0.0
2000L,756349,Top 20%,1,50,5,29.987815149093,29.987815149093,0.0,285.8853374,0.530615812,17.2255355683836,0.019086909721635,0.2234829746872852,0.5335279624835224,159.150475
2000L,756349,Top 20%,1,60,6,28.4822957492395,28.4822957492395,0.0,286.2929461,0.795321033,19.5881919404973,0.0290805590026674,0.1806156166177619,0.2948046987317874,6241.671638
CL G,756349,Top 20%,1,0,7,57.203200059948,57.203200059948,0.0,324.72848010561626,0.9000623653890681,15.495394107464431,0.0246005275947092,0.1752596634917358,0.2688469099303433,0.0
CL G,756349,Top 20%,1,10,8,57.3525461266902,57.3525461266902,0.0,316.25234133600344,1.091867413835013,17.3078633100448,0.0272767219573768,0.1468002375118805,0.1648995586084693,0.0
CL G,756349,Top 20%,1,20,9,54.406783987211,54.406783987211,0.0,309.9291077489164,1.4510862520922498,19.3034596476704,0.0281371528036271,0.1381205603233467,0.117464352879248,0.0
CL G,756349,Top 20%,1,30,10,51.9763483092431,51.9763483092431,0.0,305.1144133503832,1.9669190374729515,21.436394920723718,0.0275538101614175,0.1314693953715554,0.0862373409063278,0.0
CL G,756349,Top 20%,1,40,11,50.3281341170985,50.3281341170985,0.0,302.9012645097814,2.5737159814240425,23.39017544151118,0.0258656989024923,0.1180451924082801,0.060229433251012,129.69618
CL G,756349,Top 20%,1,50,12,46.3500519549723,46.3500519549723,0.0,303.5503605844235,3.247503741696081,24.90692689237554,0.0233788387423822,0.097286750826717,0.0386138839371922,250.0
CL G,756349,Top 20%,1,60,13,42.578732243167,42.578732243167,0.0,306.5157659134813,3.9638404599629498,25.84255296644237,0.0203662642404047,0.0734703420374673,0.0224978362292288,11779.43741
CL G,756349,Top 20%,1,70,14,41.4632652201425,41.4632652201425,0.0,310.908770792205,4.713284780821504,26.15239362977347,0.0170680247996642,0.0635390913159174,0.0147369397071096,23377.24392
CL G,756349,Top 20%,1,80,15,38.7996157270841,62.5710496358265,23.771433908742395,315.60897463961066,5.29869925541005,25.73396647014956,0.0136911846670514,0.0596399226926156,0.0101343813850285,33346.62003
CL G,756349,Top 20%,1,90,16,59.9117789582362,59.9117789582362,0.0,319.2824637439615,5.793537886639615,25.017542371546583,0.010409822933244,0.0548168161404892,0.0064315255752066,37667.29462
CL G,756349,Top 20%,1,100,17,58.2077985190612,58.2077985190612,0.0,320.3469294879781,6.117458494028944,24.17559153787595,0.0073650335327062,0.0507612969164807,0.0036596027047915,39249.51481
CL G,756349,Top 20%,1,110,18,54.4047113945691,54.4047113945691,0.0,320.0870349025052,6.236412818799684,23.302604063749104,0.0046649252436889,0.0547461285373746,0.0017915393231833,39590.57365
CL G,756349,Top 20%,1,120,19,50.8943580452496,50.8943580452496,0.0,317.3366544649335,6.1950650855485225,22.82971865569342,0.0023846216882297,0.0541849514660119,-0.0001035952735816,41565.16407
