Cell Line,ID,Titer_group,Titer_category,Run Time (hr),input_step,input_step_2000,input_step_400_2000,input_step_80_400_2000,glc,glc_after,glc_feed,osmo,vcd,lac,mu,qglc_poly,qlac_poly,base
80L,784030,Middle 60%,0,10,1,1,1,1,56.5802419014631,56.5802419014631,0.0,311.6944096,0.527016999,19.3544268206039,0.0025026207468996,0.1236719870411648,0.3911749169553429,0.0
80L,784030,Middle 60%,0,20,2,2,2,2,54.6305992417682,54.6305992417682,0.0,310.8593366,0.754446363,21.1484122113676,-0.0040843009473051,0.2068830081470198,0.2936816048085941,0.0
80L,784030,Middle 60%,0,30,3,3,3,3,52.6809565598703,52.68095655987031,0.0,310.0242635,0.981875727,22.9423976021314,0.0188675963850261,0.208992187734931,0.2489249974584486,0.0
80L,784030,Middle 60%,0,40,4,4,4,4,50.0997877728191,50.0997877728191,0.0,316.8775231,1.467085059,25.5303583703374,0.0374729365580694,0.1432834161581379,0.1850312238446728,0.0
80L,784030,Middle 60%,0,50,5,5,5,5,47.498602139257,47.498602139257,0.0,323.9608565,1.961843997,28.1351202153641,0.038095787710187,0.0821829565085035,0.1454770427381361,37.253732
80L,784030,Middle 60%,0,60,6,6,6,6,44.2754864117764,44.2754864117764,0.0,327.2377284,2.742036854,29.7687283969804,0.0273496623039289,0.0303214083902402,0.1162011985063931,134.177154
400L,784030,Middle 60%,0,0,0,0,0,7,56.3679224116876,,0.0,285.6350457,0.253219223,9.97872793072824,0.0722903164812283,-0.8244675449915727,0.2138808312304057,0.0
400L,784030,Middle 60%,0,10,1,1,1,8,56.458918159817,56.458918159817,0.0,289.7446347,0.342348189,11.5235120115452,0.0301174560100945,-0.0611418192678313,0.4336879876669298,0.0
400L,784030,Middle 60%,0,20,2,2,2,9,56.5499139079464,56.5499139079464,0.0,293.8542237,0.431477155,13.0682960923623,0.0221025252189626,0.2962435923535142,0.5230071805906211,0.0
400L,784030,Middle 60%,0,30,3,3,3,10,55.6461418992428,55.6461418992428,0.0,297.1946289,0.529987564,15.1600768539076,0.0223585636199701,0.4481074378776568,0.5391424568779344,0.0
400L,784030,Middle 60%,0,40,4,4,4,11,51.8542753335997,51.8542753335997,0.0,298.0245044,0.659694678,18.7990734569271,0.0199385105053744,0.4669967792095066,0.4982482794874463,0.0
400L,784030,Middle 60%,0,50,5,5,5,12,48.0624087901596,48.0624087901596,0.0,298.8543799,0.789401792,22.4380700599467,0.018835204947553,0.4301663706451905,0.4491052296955676,276.146805
400L,784030,Middle 60%,0,60,6,6,6,13,45.6208808588112,45.6208808588112,0.0,304.5620862,1.16176269,25.5968509769094,0.037981385799003,0.2857621561977103,0.3126602402964884,1191.349297
2000L,784030,Middle 60%,0,0,0,0,7,14,40.7880036856946,,0.0,294.6257404,0.278550474,1.56308799955595,0.1308002671204563,0.3926057762407086,1.532400030580233,0.0
2000L,784030,Middle 60%,0,10,1,1,8,15,39.6104602677679,39.6104602677679,0.0,293.022534,0.282500438,5.50724211811722,0.06006598312109,0.4122731294917225,1.416085116554612,0.0
2000L,784030,Middle 60%,0,20,2,2,9,16,38.432916855392,38.432916855392,0.0,291.4193275,0.286450401,9.45139624777975,0.0336067734860341,0.4334186298370284,1.284684366834051,0.0
2000L,784030,Middle 60%,0,30,3,3,10,17,37.2186920557738,37.2186920557738,0.0,289.5993207,0.310078863,13.2345696936056,0.0303265355823422,0.4270440292762631,1.066540978557433,38.440489
2000L,784030,Middle 60%,0,40,4,4,11,18,35.7654063478318,35.7654063478318,0.0,286.1058709,0.508171314,15.9532418405861,0.034764260934532,0.2779781069081505,0.5671021632673521,2074.239794
2000L,784030,Middle 60%,0,50,5,5,12,19,34.3121206343391,34.3121206343391,0.0,282.6124212,0.706263765,18.6719139764653,0.0370940352245858,0.2133515354892407,0.3404083240140385,6607.890387
2000L,784030,Middle 60%,0,60,6,6,13,20,32.7874263804702,32.7874263804702,0.0,284.343516,0.940463105,20.9151919849023,0.0331250382919499,0.1708554039088723,0.1992750722539425,13574.65246
CL G,784030,Middle 60%,0,0,0,7,14,21,53.2609853460334,53.2609853460334,0.0,320.11700210357344,1.2186343676830216,18.10594031556905,0.0192418534585254,0.0601032463248723,0.1518330434469688,0.0
CL G,784030,Middle 60%,0,10,1,8,15,22,51.248340782433,51.248340782433,0.0,316.47472391498667,1.55374325586275,20.246329231369938,0.0241482749646061,0.0816532378950148,0.0993445943627605,0.0
CL G,784030,Middle 60%,0,20,2,9,16,23,50.2357111447856,50.2357111447856,0.0,312.64872135864124,2.056336962825391,22.520419952712263,0.0265503844408033,0.0938360005998208,0.0690417391826636,0.0
CL G,784030,Middle 60%,0,30,3,10,17,24,48.1267331812429,48.1267331812429,0.0,309.7884064148698,2.708635578853966,24.718960857298008,0.0269424943370108,0.0948401074621777,0.0462813159875971,0.0
CL G,784030,Middle 60%,0,40,4,11,18,25,45.0042079975132,45.0042079975132,0.0,308.0637132792338,3.489821289768872,26.35872998669498,0.0257758243739353,0.0840796618530899,0.0284507145940727,0.0
CL G,784030,Middle 60%,0,50,5,12,19,26,44.2195001332178,44.2195001332178,0.0,307.5536729275263,4.343145515001943,27.28143060874488,0.023458501543096,0.0686554431882054,0.016440359355376,5362.38718
CL G,784030,Middle 60%,0,60,6,13,20,27,38.7914222118608,38.7914222118608,0.0,308.6304211260942,5.194501307969689,27.441120897924087,0.0203555601068249,0.0616263567693797,0.0104942066628597,12305.66449
CL G,784030,Middle 60%,0,70,7,14,21,28,35.8752490230688,69.1369464478296,33.261697424760804,311.37126583559694,5.964709074115826,26.80394034830297,0.0167889415982665,0.05854576445102,0.0070369442894993,18870.2508
CL G,784030,Middle 60%,0,80,8,15,22,29,66.2532598414707,66.2532598414707,0.0,311.811777953193,6.546998716147939,25.26127903997178,0.0130374948213782,0.0565731073793851,0.0047079189136084,20914.90173
CL G,784030,Middle 60%,0,90,9,16,23,30,63.6944847798574,63.6944847798574,0.0,314.65357866864395,6.986607507606717,23.576891791060845,0.00933697585093,0.0548454832200846,0.0030595040921278,20914.90173
CL G,784030,Middle 60%,0,100,10,17,24,31,60.322188658718,60.322188658718,0.0,317.9200869196065,7.22930896826284,22.417187601673053,0.0058800480325045,0.0538513635716896,0.0019201550715048,20914.90173
CL G,784030,Middle 60%,0,110,11,18,25,32,56.5152668798152,56.5152668798152,0.0,319.9478116017682,7.274254703210471,21.928226486132232,0.0028162819824971,0.0555419203009086,0.0011886430668521,20914.90173
CL G,784030,Middle 60%,0,120,12,19,26,33,52.7144705755012,52.7144705755012,0.0,320.4961830054941,7.174860117351754,22.14887097075259,0.0002521555881158,0.0569752576517666,0.000689227510123,20914.90173
CL G,784030,Middle 60%,0,130,13,20,27,34,50.2199223006727,50.2199223006727,0.0,316.4018427519924,6.974069691406699,23.04095268433712,-0.0017489459926186,0.0599340007401838,0.0004304168627533,23583.22771
CL G,784030,Middle 60%,0,140,14,21,28,35,44.757261706521,44.757261706521,0.0,310.6061643926517,6.758418139512505,24.47489035067538,-0.0031667303308728,0.0623069208878611,0.0003962750062293,31582.19917
CL G,784030,Middle 60%,0,150,15,22,29,36,39.2181590399431,39.2181590399431,0.0,304.6364981942308,6.567004005723108,26.00641951083969,-0.0040239977270007,0.0639242544097983,0.0006113874385211,54296.14555
CL G,784030,Middle 60%,0,160,16,23,30,37,34.3172813894624,34.3172813894624,0.0,299.77731847008204,6.40350460633026,27.446268600178968,-0.0043866412105435,0.0641717933998649,0.0010871642483822,75863.7538899999
CL G,784030,Middle 60%,0,170,17,24,31,38,28.7644445813628,28.7644445813628,0.0,297.93480929367,6.2371665086067685,28.501820026458336,-0.0043636465402297,0.0625694845976677,0.0018066194835125,85863.99513
CL G,784030,Middle 60%,0,180,18,25,32,39,25.2563109638313,25.2563109638313,0.0,297.54564777389606,6.047237105076041,29.18361249033647,-0.0041070922039753,0.0672925834032814,0.0030975918363645,88541.70677
CL G,784030,Middle 60%,0,190,19,26,33,40,22.1182710817291,22.1182710817291,0.0,297.278922386396,5.809514051509407,29.481030391777683,-0.0038121494188833,0.0627334139810636,0.0043585097333087,88672.40143
CL G,784030,Middle 60%,0,200,20,27,34,41,18.8167844812273,18.8167844812273,0.0,297.4762403336439,5.501759101281152,29.292717401398157,-0.0037170821312444,0.0613724766834158,0.006189137692416,88672.40143
CL G,784030,Middle 60%,0,210,21,28,35,42,15.7765445336264,45.0527892840382,29.2762447504118,297.9786780205492,5.149209402250893,28.886059776063014,-0.0041032470165362,0.0593087843098973,0.0084622547824833,88672.40143
CL G,784030,Middle 60%,0,220,22,29,36,43,42.1691026776793,42.1691026776793,0.0,298.9597236818657,4.759385786859034,28.472940707202778,-0.0052950934794239,0.0560453693184105,0.0111561455995463,88672.40143
CL G,784030,Middle 60%,0,230,23,30,37,44,40.3734243599991,40.3734243599991,0.0,299.9613921825288,4.37520204913979,28.03798883496741,-0.0076601636537601,0.057670903891998,0.0159641695157608,88672.40143
CL G,784030,Middle 60%,0,240,24,31,38,45,35.693872310664,35.693872310664,0.0,300.8999550205972,4.028443791015576,27.828359091037356,-0.0116090924025844,0.0605063569731237,0.0234957955975555,88672.40143
CL G,784030,Middle 60%,0,250,25,32,39,46,35.3154258364972,35.3154258364972,0.0,302.0585742797978,3.746760109870395,27.96546020504051,-0.0175956073181241,0.0557787680310319,0.03113905456345,88672.40143
80L,784761,Top 20%,1,0,0,0,0,0,68.2114729456693,,0.0,302.182086,0.287603407,12.0203011323268,0.0942076192518039,1.771650909926606,0.4947724881150892,0.0
80L,784761,Top 20%,1,10,1,1,1,1,65.388659217567,65.388659217567,0.0,300.4714659,0.567373854,14.1566769094138,0.0205648018386288,0.6167862720433809,0.3444096138513533,0.0
80L,784761,Top 20%,1,20,2,2,2,2,62.5658455449721,62.5658455449721,0.0,298.7608458,0.847144302,16.2930526976021,0.0116403210069316,0.2963667224176086,0.2768966979346464,0.0
80L,784761,Top 20%,1,30,3,3,3,3,59.7430318168698,59.7430318168698,0.0,297.0502257,1.126914749,18.4294284746891,0.0275755937521182,0.1961414574562342,0.2331925355110248,0.0
80L,784761,Top 20%,1,40,4,4,4,4,57.845122615955,57.845122615955,0.0,300.534356,1.441256877,21.5446304174067,0.0412823008832619,0.178809217499629,0.1921714408987312,0.0
80L,784761,Top 20%,1,50,5,5,5,5,55.9528223872643,55.95282238726429,0.0,304.1756237,1.755984505,24.6592073823268,0.0384423870231043,0.2084239846467181,0.1602381300406918,0.0
80L,784761,Top 20%,1,60,6,6,6,6,51.5092575656653,51.5092575656653,0.0,307.5230257,2.404739143,27.6063538854351,0.017508060608054,0.2289138527443626,0.1146962747179597,74.18144
400L,784761,Top 20%,1,0,0,0,0,7,60.7402780368125,,0.0,294.4475873,0.250860712,9.23541893872113,0.1116263641743157,0.5068101274456271,0.765049027759049,0.219514
400L,784761,Top 20%,1,10,1,1,1,8,59.652332534026,59.652332534026,0.0,296.0486547,0.278693723,10.9205610568383,0.0113820263571313,0.3790820135312911,0.6022765658384478,8.67395
400L,784761,Top 20%,1,20,2,2,2,9,58.5643870312395,58.5643870312395,0.0,297.649722,0.306526734,12.6057031638543,0.0051611440507415,0.378578098663404,0.5357658901044987,8.68
400L,784761,Top 20%,1,30,3,3,3,10,57.2627493949688,57.26274939496881,0.0,298.3649775,0.365173414,14.365834447158,0.0261638221730559,0.4335702840661182,0.4957873358163818,8.68
400L,784761,Top 20%,1,40,4,4,4,11,54.9874420502231,54.9874420502231,0.0,294.3109234,0.589724299,16.467647402309,0.038329739370146,0.394251815891048,0.3702002027836819,8.68
400L,784761,Top 20%,1,50,5,5,5,12,52.7121346999267,52.7121346999267,0.0,290.2568694,0.814275184,18.5694603463587,0.0363381480162455,0.4157794803808938,0.3389881909959216,171.165309999999
400L,784761,Top 20%,1,60,6,6,6,13,48.3098850884788,48.3098850884788,0.0,297.7167861,1.307311033,21.9730173956483,0.0456078742137503,0.3644927949182449,0.2709295604945239,1080.433763
2000L,784761,Top 20%,1,0,0,0,7,14,38.2184518084326,,0.0,286.2059285,0.189370845,0.0,0.1302503733665058,-1.739181933615989,0.8081776791288482,45.736532
2000L,784761,Top 20%,1,10,1,1,8,15,39.2541812429228,39.2541812429228,0.0,285.7907036,0.230551357,3.08983597912966,0.064242938195234,-0.5729336845692262,1.487291838892562,0.0
2000L,784761,Top 20%,1,20,2,2,9,16,40.2899106774129,40.2899106774129,0.0,285.3754787,0.271731868,7.02923017317939,0.0386679883255003,0.1170253963371672,1.684491624748973,0.0
2000L,784761,Top 20%,1,30,3,3,10,17,40.9443747640933,40.9443747640933,0.0,284.9602537,0.325683172,11.0653863565719,0.0291794301961449,0.4983989520286233,1.527693307844078,228.030694
2000L,784761,Top 20%,1,40,4,4,11,18,37.256927168676,37.256927168676,0.0,284.5450288,0.547440482,16.2287551842806,0.0231384239712025,0.473971575517523,0.8445465881111461,1599.535309
2000L,784761,Top 20%,1,50,5,5,12,19,33.5694795732587,33.5694795732587,0.0,282.8228033,0.769197793,21.3921240119893,0.0196133835399021,0.4202466009448126,0.4577691535302696,4462.94776
2000L,784761,Top 20%,1,60,6,6,13,20,31.5029393858655,31.5029393858655,0.0,286.5884937,0.925625414,23.0006755883659,0.0293799765166672,0.3820819274078686,0.1802803745594357,8848.843937
CL G,784761,Top 20%,1,0,0,7,14,21,53.7274289504651,53.7274289504651,0.0,317.86838114668086,1.1774174617820892,14.821553701061063,0.0254089549401843,0.0674259577767379,0.2399313143396932,0.0
CL G,784761,Top 20%,1,10,1,8,15,22,56.6055934856457,56.6055934856457,0.0,314.1128971595323,1.4527846581405452,16.39235413481738,0.0265003568062274,0.0951587547037092,0.1506645490498183,0.0
CL G,784761,Top 20%,1,20,2,9,16,23,56.6082307000599,56.6082307000599,0.0,310.23927840196154,1.8375247549294813,18.055027184027825,0.0263462883834789,0.1086987914824463,0.0964120279153834,0.0
CL G,784761,Top 20%,1,30,3,10,17,24,54.4837078087879,54.4837078087879,0.0,307.4752840325215,2.3307520496635155,19.65488940436269,0.0252010108670891,0.1045658391372994,0.055417004530136,0.0
CL G,784761,Top 20%,1,40,4,11,18,25,51.7263144663513,51.7263144663513,0.0,306.4432977531326,2.923185611358922,20.887816101237533,0.0232974760716673,0.0923517712522472,0.0288057974577964,0.0
CL G,784761,Top 20%,1,50,5,12,19,26,49.6233732098847,49.6233732098847,0.0,307.24142691161114,3.564068598877196,21.591616176792627,0.0208473264312815,0.0861433652346941,0.0141364737685939,0.0
CL G,784761,Top 20%,1,60,6,13,20,27,46.5448095206376,46.5448095206376,0.0,309.26769417244844,4.190149116516323,21.829939900153967,0.0180408949994586,0.0749886273146563,0.0042448279109021,0.0
CL G,784761,Top 20%,1,70,7,14,21,28,42.572800633895,80.4236837358603,37.850883101965294,311.45953225841293,4.75375896235806,21.374743481247357,0.0150472054491841,0.0807026585161129,-0.0020772704600075,0.0
CL G,784761,Top 20%,1,80,8,15,22,29,78.181713181909,78.181713181909,0.0,313.80611508329514,5.250088978422023,20.240254522224685,0.0120139720729027,0.0751036810192566,-0.0068690040150216,0.0
CL G,784761,Top 20%,1,90,9,16,23,30,67.8548938697573,67.8548938697573,0.0,315.7407361931292,5.619926247209268,18.802820509291085,0.0090675997825175,0.0678836719971489,-0.0098938702429686,527.649726
CL G,784761,Top 20%,1,100,10,17,24,31,65.6076532560669,65.6076532560669,0.0,316.1847661728258,5.870104691657594,17.42966476277056,0.0063131841093908,0.0647861698422574,-0.0124374954421014,689.60005
CL G,784761,Top 20%,1,110,11,18,25,32,63.1114009525078,63.1114009525078,0.0,314.4031854347039,6.000531865764183,16.201567377328615,0.0038345112043435,0.0657572754058981,-0.0152873237669539,689.60005
CL G,784761,Top 20%,1,120,12,19,26,33,60.3202586092053,60.3202586092053,0.0,310.37073615481734,6.038951053703081,15.171939032357091,0.0016940578376553,0.0664722660821303,-0.0178787810974134,689.60005
CL G,784761,Top 20%,1,130,13,20,27,34,56.7815156308976,56.7815156308976,0.0,304.2430184912655,6.002022987590356,14.364767420627414,-6.70086009351041e-05,0.0677188104390096,-0.0205034275159718,689.60005
CL G,784761,Top 20%,1,140,14,21,28,35,52.9715270709829,52.9715270709829,0.0,296.68516571925284,5.944062630793587,13.875978092265472,-0.0014288301022304,0.0666170186635581,-0.0223196744766582,689.60005
CL G,784761,Top 20%,1,150,15,22,29,36,49.4147252714314,49.4147252714314,0.0,288.9192815635072,5.842365947906995,13.353130564202337,-0.0023928580375743,0.0648299452905661,-0.023783347301987,4992.5421
CL G,784761,Top 20%,1,160,16,23,30,37,45.9353773118852,45.9353773118852,0.0,280.2585584949892,5.678989360576439,12.553173623651096,-0.0029818531588517,0.0640803848098061,-0.0255904580352374,8479.556274
CL G,784761,Top 20%,1,170,17,24,31,38,41.3003588390061,41.3003588390061,0.0,274.61721659766323,5.545434381942147,11.238287173510706,-0.003239885598489,0.0643367861915172,-0.0279142479170998,9469.65724
CL G,784761,Top 20%,1,180,18,25,32,39,38.0306339949821,38.0306339949821,0.0,270.0951349480855,5.423228539421762,9.630316447857988,-0.0032323348694531,0.0587222801413612,-0.0277319385867856,9495.100021
CL G,784761,Top 20%,1,190,19,26,33,40,34.3083948189346,34.3083948189346,0.0,265.3010752542162,5.276822149080792,7.860929633872877,-0.0030458898652528,0.0545763548403828,-0.0282263406307093,9495.100021
CL G,784761,Top 20%,1,200,20,27,34,41,32.5393250793756,32.5393250793756,0.0,260.96863334931766,5.095788820113721,5.927192520076304,-0.0027885488599377,0.0499557705052683,-0.0286318867469227,9495.100021
CL G,784761,Top 20%,1,210,21,28,35,42,31.1224911410111,31.1224911410111,0.0,256.74544717833544,4.906419403400523,4.035198262825769,-0.0025896195080986,0.044007513679182,-0.0285329233183111,9495.100021
CL G,784761,Top 20%,1,220,22,29,36,43,29.1720733697462,29.1720733697462,0.0,253.10635655169816,4.719722395410961,2.3784828724748674,-0.0025997188448675,0.0373489904208749,-0.0283978298463464,9495.100021
CL G,784761,Top 20%,1,230,23,30,37,44,27.2369802004929,27.2369802004929,0.0,250.31400307004515,4.561495315098665,0.9890513672392858,-0.0029907732859177,0.0308720691009598,-0.0294637920638653,9495.100021
CL G,784761,Top 20%,1,240,24,31,38,45,24.548930671196,24.548930671196,0.0,248.49785446654093,4.428492692781195,0.0111220119790692,-0.0039560186274635,0.0189021442378292,-0.026404842668804,9495.100021
CL G,784761,Top 20%,1,250,25,32,39,46,22.3054693987433,22.3054693987433,0.0,247.26534540776348,4.31482990490996,0.0,-0.0057100000462605,0.0068623759859226,-0.024724129906567,9495.100021
80L,785006,Top 20%,1,0,0,0,0,0,58.0862459202024,,0.0,315.7499434,0.314331975,12.7072883992007,0.0733583101794508,-1.048401379747445,0.8333810523608843,0.0
80L,785006,Top 20%,1,10,1,1,1,1,55.7924887874952,55.79248878749521,0.0,313.7132835,0.546985046,14.5413418849911,0.0359976416859738,-0.0866074549627276,0.4400078368612869,0.0
80L,785006,Top 20%,1,20,2,2,2,2,53.4987317380492,53.4987317380492,0.0,311.6766237,0.779638116,16.3753953707815,0.0258847040678093,0.169735562915055,0.313481424613358,0.0
80L,785006,Top 20%,1,30,3,3,3,3,51.2846338562134,51.2846338562134,0.0,310.1506629,1.044735211,18.4664849356127,0.0225451506524397,0.2337100305938826,0.2473696443008891,0.0
80L,785006,Top 20%,1,40,4,4,4,4,49.4290997635382,49.4290997635382,0.0,311.0029356,1.45587008,21.7017041740674,0.0179457689537811,0.1947186806241472,0.1879872726131923,0.0
80L,785006,Top 20%,1,50,5,5,5,5,47.5735656764137,47.5735656764137,0.0,311.8552083,1.867004949,24.9369234014209,0.016494480672184,0.1364777619128088,0.1583990283869823,1.618022
80L,785006,Top 20%,1,60,6,6,6,6,44.8150225138213,44.8150225138213,0.0,316.0880985,2.665677716,27.7488504662522,0.0350403416944321,0.0584905018546301,0.1216334995431747,114.179526
400L,785006,Top 20%,1,0,0,0,0,7,52.86081564866,,0.0,303.9526475,0.18664225,14.0226476132326,0.0806588163472334,-2.371879564010765,-0.8072715754815577,0.0
400L,785006,Top 20%,1,10,1,1,1,8,54.932047936233,54.93204793623299,0.0,299.7539072,0.262698585,13.646334080817,0.034328384251056,-0.9540773154245624,-0.2329689455620945,0.0
400L,785006,Top 20%,1,20,2,2,2,9,57.0032802127045,57.0032802127045,0.0,295.5551668,0.33875492,13.2700205484014,0.0229109377876442,-0.2124527458953568,0.0891696093266367,0.0
400L,785006,Top 20%,1,30,3,3,3,10,59.074512533582,59.074512533582,0.0,291.3564264,0.414811255,12.8937070048845,0.024945521504378,0.2249290580440481,0.2978481995552852,0.0
400L,785006,Top 20%,1,40,4,4,4,11,55.3781050256444,55.3781050256444,0.0,292.5358508,0.576272992,15.7098212921847,0.0278230348295447,0.4254629247586063,0.3797363670330091,0.0
400L,785006,Top 20%,1,50,5,5,5,12,51.4000705610692,51.40007056106921,0.0,294.2141725,0.743987879,18.6701527753108,0.0277862320723382,0.5156934154943654,0.4248049378594624,26.267382
400L,785006,Top 20%,1,60,6,6,6,13,48.5072328870534,48.5072328870534,0.0,296.741419,1.010759528,21.6024801731794,0.0299297224228596,0.5033478924275216,0.410784673180361,717.247191999999
2000L,785006,Top 20%,1,0,0,0,7,14,39.3962890383889,,0.0,292.9014015,0.164214666,2.57085972468916,0.1583112443832703,-0.9490133445573786,0.2883715328343425,47.3856
2000L,785006,Top 20%,1,10,1,1,8,15,39.6054580141655,39.6054580141655,0.0,290.3786265,0.236045659,5.1774409857904,0.0630969812849806,-0.118204776973578,1.065768665617135,0.0
2000L,785006,Top 20%,1,20,2,2,9,16,39.8146269954928,39.8146269954928,0.0,287.8558514,0.307876652,7.7840222357904,0.0347672809442376,0.24056496522084,1.263721695102125,0.0
2000L,785006,Top 20%,1,30,3,3,10,17,39.2784109549501,39.2784109549501,0.0,285.6953585,0.382004786,11.1725271203374,0.0314079477051993,0.3928125452047661,1.203796037100645,26.114666
2000L,785006,Top 20%,1,40,4,4,11,18,36.8194024900641,36.8194024900641,0.0,284.5429898,0.46220847,16.5614796847246,0.0298991743353249,0.4328654645542167,1.003716777398227,1006.662474
2000L,785006,Top 20%,1,50,5,5,12,19,34.3603940196274,34.3603940196274,0.0,283.390621,0.542412154,21.9504322491119,0.0259155420253749,0.4131872228214005,0.73981021065148,3685.526528
2000L,785006,Top 20%,1,60,6,6,13,20,32.7144480006216,32.7144480006216,0.0,284.660642,0.773689723,24.1184147646536,0.0339260203894101,0.2871788625454345,0.3514623513857553,8533.348084
CL G,785006,Top 20%,1,0,0,7,14,21,59.2400243677701,59.2400243677701,0.0,317.7740359217755,1.1757270758297036,13.533676340419742,0.0233093569318274,0.1230425804696538,0.1350559853972317,1.510417
CL G,785006,Top 20%,1,10,1,8,15,22,57.080513554919,57.080513554919,0.0,316.31221246676813,1.475445460351903,15.290713908423122,0.0259751786580529,0.1455301789871676,0.0941752390654268,0.0
CL G,785006,Top 20%,1,20,2,9,16,23,54.8490054730344,54.8490054730344,0.0,314.5598545766725,1.9209580697225568,17.265344326606574,0.0267520742246706,0.15350453385152,0.0675550633652076,0.0
CL G,785006,Top 20%,1,30,3,10,17,24,52.8368470714269,52.8368470714269,0.0,314.5397503224585,2.4693593422801112,19.116528968007238,0.0260353666407072,0.1368121756666222,0.0437164730885592,0.0
CL G,785006,Top 20%,1,40,4,11,18,25,50.9444379815271,50.9444379815271,0.0,311.8035489751538,3.1379747466420214,20.615943648118677,0.0241852415604244,0.1208498329985745,0.0289271814188438,0.0
CL G,785006,Top 20%,1,50,5,12,19,26,48.5798895346255,48.5798895346255,0.0,308.3992391634965,3.827185725625001,21.49134987867557,0.021526747283319,0.117186506256232,0.0212229980528497,0.0
CL G,785006,Top 20%,1,60,6,13,20,27,44.5545389606785,44.5545389606785,0.0,308.5519524238629,4.449956405975628,21.57288164467972,0.0183497947541232,0.099109006969179,0.0134670116712109,0.0
CL G,785006,Top 20%,1,70,7,14,21,28,41.8962151080175,85.6483340175084,43.7521189094909,310.9959709431728,5.034074822416208,20.928155228679067,0.014909157562804,0.0878868137782518,0.0086885112386013,0.0
CL G,785006,Top 20%,1,80,8,15,22,29,82.2659411843069,82.2659411843069,0.0,312.76313846967633,5.489850600366498,19.68395731661565,0.0114244719445641,0.0887542530483029,0.0059593181771981,3383.21574699999
CL G,785006,Top 20%,1,90,9,16,23,30,67.1752345744799,67.1752345744799,0.0,315.74217590477707,5.763376878729243,18.394562522573864,0.0080802367798408,0.087083372303684,0.0033825069497747,3419.70014599999
CL G,785006,Top 20%,1,100,10,17,24,31,64.600915484358,64.600915484358,0.0,319.2130690488325,5.913160584935477,17.478727629809356,0.005025813594307,0.0818115515988814,0.0010322170240552,3419.70014599999
CL G,785006,Top 20%,1,110,11,18,25,32,59.034577921357,59.034577921357,0.0,321.3944166203114,5.965377684883552,17.195126230507306,0.0023754265588704,0.0858273359721904,-0.0010785151474594,3419.70014599999
CL G,785006,Top 20%,1,120,12,19,26,33,57.0319560269988,57.0319560269988,0.0,320.87812507024023,5.960745082400922,17.50148777867694,0.0002081624896743,0.0852529868313153,-0.00320482171212,5836.034546
CL G,785006,Top 20%,1,130,13,20,27,34,52.4132711538888,52.4132711538888,0.0,317.55747202192936,5.896314169381557,18.14914611240266,-0.0014320291519033,0.0901821889010393,-0.005708986429207,31094.3551999999
CL G,785006,Top 20%,1,140,14,21,28,35,47.549865261218,47.549865261218,0.0,313.3213353075582,5.791270288141714,19.04199270741708,-0.0025363362592489,0.084652811111435,-0.0076701730548016,52846.7364899999
CL G,785006,Top 20%,1,150,15,22,29,36,43.1424511923,43.1424511923,0.0,302.4408039732519,5.687537354390745,19.930746865752734,-0.003131084080514,0.0814735507980198,-0.0098230671563457,74145.34225
CL G,785006,Top 20%,1,160,16,23,30,37,38.7131056528786,38.7131056528786,0.0,291.2969467287154,5.609828822170677,20.36758352515854,-0.0032777352186149,0.0858111694997624,-0.0132639154921785,89598.1469
CL G,785006,Top 20%,1,170,17,24,31,38,33.2146744543617,33.2146744543617,0.0,282.42341060920006,5.496330355860284,19.94002641050064,-0.0030728896312326,0.0767553799275572,-0.0149335339113525,93789.4779199999
CL G,785006,Top 20%,1,180,18,25,32,39,27.4287284020515,27.4287284020515,0.0,274.33489488922623,5.374180255642248,18.77717956963953,-0.0026482846308132,0.0690673995719061,-0.0168151436447863,94033.60748
CL G,785006,Top 20%,1,190,19,26,33,40,25.3607207697773,25.3607207697773,0.0,266.935259476556,5.231578035807169,17.02361981402408,-0.0021707948845674,0.0671298144897022,-0.0205422021433224,94033.60748
CL G,785006,Top 20%,1,200,20,27,34,41,23.4274945547192,23.4274945547192,0.0,262.6948062112291,5.015625530563517,14.773617924875634,-0.0018424324144709,0.0631250902416237,-0.0246526616432507,94033.60748
CL G,785006,Top 20%,1,210,21,28,35,42,21.0197025244787,21.0197025244787,0.0,261.9408964396913,4.7838134870771984,12.479449219336972,-0.0019003465972639,0.0557664319467871,-0.0286275035318406,94033.60748
CL G,785006,Top 20%,1,220,22,29,36,43,18.1266519738448,18.1266519738448,0.0,265.4010755141357,4.5265346763307255,10.375878028510458,-0.002616824164452,0.0449360177458272,-0.031966808546063,94033.60748
CL G,785006,Top 20%,1,230,23,30,37,44,17.0693725215923,17.0693725215923,0.0,267.1565869039827,4.318222854391437,8.776090596319968,-0.0042992892023051,0.0331800291897211,-0.0361806858629439,94033.60748
CL G,785006,Top 20%,1,240,24,31,38,45,13.6723631155776,44.9672908604668,31.294927744889197,268.6075015804893,4.121069431931761,7.757198333046029,-0.0072903031518583,0.0190344570650544,-0.040467695425675,94033.60748
CL G,785006,Top 20%,1,250,25,32,39,46,41.5848980272652,41.5848980272652,0.0,272.35927348346416,3.9388776214842793,7.2641019002747,-0.0119675648089112,0.0028583525000105,-0.0500419255067319,94033.60748
