Cell Line,ID,Titer_group,Titer_category,Run Time (hr),input_step,input_step_2000,input_step_400_2000,input_step_80_400_2000,glc,glc_after,glc_feed,osmo,vcd,lac,mu,qglc_poly,qlac_poly,base
CL G,314243,Bottom 20%,2,250,25,32,39,46,21.9810196718399,21.9810196718399,0.0,445.0294693082012,2.9559848315338484,134.8511054682689,-0.0221098271314105,0.1801206691326037,0.7819098017023027,664130.6018
80L,314278,Top 20%,1,0,0,0,0,0,39.7790926641355,,0.0,285.9083521,0.171999997,2.63528727797513,0.1114521918992358,1.408918369121225,2.615653687529728,0.0
80L,314278,Top 20%,1,10,1,1,1,1,38.126443554475,38.126443554475,0.0,283.1995485,0.231933407,6.03966862788632,0.0321916930763813,0.5304351780110484,1.485589873025236,49.769928
80L,314278,Top 20%,1,20,2,2,2,2,36.7785744576922,36.7785744576922,0.0,281.1305556,0.296386209,9.49410511767318,0.0292469929368198,0.2103342103822017,0.9953916366578496,49.986664
80L,314278,Top 20%,1,30,3,3,3,3,36.9768161038211,36.9768161038211,0.0,281.825,0.379144833,13.1512901865008,0.0406731105743513,0.1548669340574655,0.7883346937504634,49.986664
80L,314278,Top 20%,1,40,4,4,4,4,35.3071961466728,35.3071961466728,0.0,283.6309375,0.53367275,15.4671505328596,0.036880591717931,0.2115715564361728,0.6686793160509192,49.986664
80L,314278,Top 20%,1,50,5,5,5,5,35.2559573258731,35.2559573258731,0.0,303.3184375,0.606400008,19.8942330484014,0.0206355087316688,0.3701503577141737,0.7680849758457312,70.581756
80L,314278,Top 20%,1,60,6,6,6,6,31.0813343546704,31.0813343546704,0.0,294.5358885,0.800666673,25.3348413077264,0.0270594606148306,0.4892554206313403,0.7799299685769112,156.981918
400L,314278,Top 20%,1,0,0,0,0,7,53.6968528442016,,0.0,308.4057299,0.217245865,11.0337671514209,0.0889951233034516,0.4045108508736545,-0.3801290615451512,0.0
400L,314278,Top 20%,1,10,1,1,1,8,53.9323874752991,53.9323874752991,0.0,302.4142891,0.302352243,12.0789628108348,0.0331172673806819,0.1001590883167929,0.3852134025630449,0.0
400L,314278,Top 20%,1,20,2,2,2,9,53.1269033670818,53.12690336708181,0.0,301.464643,0.375150785,13.6645927730905,0.0196966134284753,0.0770063398132877,0.6776859932755491,0.0
400L,314278,Top 20%,1,30,3,3,3,10,51.6342710595261,51.6342710595261,0.0,305.2674475,0.45222343,15.9843331594138,0.0222179316312618,0.185075110249099,0.731300944313457,0.0
400L,314278,Top 20%,1,40,4,4,4,11,52.1034887208863,52.1034887208863,0.0,301.825493,0.600080809,18.8580838587921,0.0245143708092787,0.3244600711935943,0.5764242052525445,0.0
400L,314278,Top 20%,1,50,5,5,5,12,48.415629970692,48.415629970692,0.0,299.3374724,0.725872863,24.6462485346358,0.0207674584185696,0.4985857576654625,0.4130247784276278,0.0
400L,314278,Top 20%,1,60,6,6,6,13,43.7846417826772,43.7846417826772,0.0,296.0905096,0.850961797,25.1173055395204,0.0155071005509855,0.6878312649296134,0.2261189010531947,197.064414
2000L,314278,Top 20%,1,0,0,0,7,14,60.7853662381491,,0.0,304.5609015,0.248117296,12.6548763654529,0.1183388959164632,0.8798069449918399,0.3051952918997821,0.0
2000L,314278,Top 20%,1,10,1,1,8,15,59.2753413153045,59.2753413153045,0.0,308.3344864,0.345617293,14.0773971358792,0.0309404115226822,0.3604790412773425,0.4755538601534435,0.0
2000L,314278,Top 20%,1,20,2,2,9,16,57.8125968049912,57.8125968049912,0.0,311.8218025,0.448862641,15.5852300621669,0.0213836852851436,0.1944264992359203,0.5234071714231748,0.0
2000L,314278,Top 20%,1,30,3,3,10,17,57.2746408112968,57.2746408112968,0.0,305.5995802,0.726060854,18.7617413410301,0.0298208570685826,0.1464675090266249,0.395915977811884,0.0
2000L,314278,Top 20%,1,40,4,4,11,18,56.1967128488643,56.1967128488643,0.0,302.7502766,0.986023336,21.6585076487566,0.0272635384888448,0.1843854826460448,0.326486330602342,0.0
2000L,314278,Top 20%,1,50,5,5,12,19,52.9586440473811,52.9586440473811,0.0,308.8531335,1.253562297,24.786808758881,0.0155828129128859,0.250217308499601,0.269894898548534,2870.35939
2000L,314278,Top 20%,1,60,6,6,13,20,49.4693531383911,49.4693531383911,0.0,314.4121146,1.634966482,28.3541383880994,0.0275092354587722,0.3069837308976751,0.2059246357717243,6060.55613
CL G,314278,Top 20%,1,0,0,7,14,21,60.9356758587002,60.9356758587002,0.0,320.45475681226503,0.8487981525050027,15.644391741690646,0.0633304265884608,-0.0937332304053155,0.5842022131195109,0.0
CL G,314278,Top 20%,1,10,1,8,15,22,56.702089411399,56.702089411399,0.0,316.5854975258827,1.1969011680056378,17.30060208305075,0.0520564174912612,0.0151483596955391,0.2590389876511417,980.30367
CL G,314278,Top 20%,1,20,2,9,16,23,56.6108422145251,56.6108422145251,0.0,313.1430072729464,1.626344482033042,19.46567244989744,0.0424462001622145,0.0586478016733824,0.1856655637972575,1020.200014
CL G,314278,Top 20%,1,30,3,10,17,24,56.7327609405182,56.7327609405182,0.0,311.6129463872335,2.1693301953247626,21.97524648001881,0.0343132413169072,0.0754105707471785,0.1209293624509094,1020.200014
CL G,314278,Top 20%,1,40,4,11,18,25,55.9904430604587,55.9904430604587,0.0,311.10916166580523,2.8396044702328096,24.586479858336844,0.0274822289605174,0.0752567378428491,0.0753316549878644,1020.200014
CL G,314278,Top 20%,1,50,5,12,19,26,52.0432205033415,52.0432205033415,0.0,310.29243478248645,3.5609889868468327,27.046373278008684,0.0217890723878144,0.0764256831421579,0.0520339563498284,1020.200014
CL G,314278,Top 20%,1,60,6,13,20,27,48.7363946524123,48.7363946524123,0.0,310.1415394580755,4.231556854322527,29.061591737656,0.0170809021831592,0.0677907848198803,0.0326554836872077,9273.645559
CL G,314278,Top 20%,1,70,7,14,21,28,45.627980872133,45.627980872133,0.0,314.17293898024724,4.8363602641922965,30.35916410992672,0.0132160702205042,0.0672384458287983,0.0232252815259035,23293.30378
CL G,314278,Top 20%,1,80,8,15,22,29,42.7425085072351,73.3804068661079,30.637898358872803,321.1841760814502,5.395793186262902,30.878306765218788,0.0100641496633934,0.0688750399638591,0.0169333554837428,36036.04183
CL G,314278,Top 20%,1,90,9,16,23,30,70.49493450121,70.49493450121,0.0,329.240169693283,5.757633094797188,30.324321351090465,0.007505934964962,0.0686466218823768,0.0116392819932357,44167.3727
CL G,314278,Top 20%,1,100,10,17,24,31,67.7717598081662,67.7717598081662,0.0,336.40263914385275,6.008026325620127,29.403480588361543,0.0054334418679369,0.0657279438417894,0.0071535092341362,47349.07543
CL G,314278,Top 20%,1,110,11,18,25,32,65.7741676102932,65.7741676102932,0.0,340.39348438889675,6.093002625276068,28.87282304908106,0.0037499074046365,0.0646052340089247,0.0038112021853056,49435.6849699999
CL G,314278,Top 20%,1,120,12,19,26,33,60.830182564,60.830182564,0.0,341.0154828664211,6.044958500994364,28.638362752844053,0.0023697898969705,0.0698161393159026,0.0011837479497661,52191.57646
CL G,314278,Top 20%,1,130,13,20,27,34,56.3298371966517,56.3298371966517,0.0,337.5245426929148,6.009060103149572,28.4202195982602,0.0012187689564401,0.075542272782532,-0.0014644504488598,55893.14499
CL G,314278,Top 20%,1,140,14,21,28,35,51.8592647150247,51.8592647150247,0.0,331.98679855274725,5.890994363542746,28.3106669455732,0.0002337454841381,0.0746827388823126,-0.0038505184421826,62210.36404
CL G,314278,Top 20%,1,150,15,22,29,36,47.4450810797309,47.4450810797309,0.0,324.2760103371178,5.815608014733309,28.64702072003872,-0.0006371583292511,0.0727230635749335,-0.0058710222559466,67694.31404
CL G,314278,Top 20%,1,160,16,23,30,37,42.5947571160549,42.5947571160549,0.0,315.04506791946665,5.716898736115331,29.277718975640347,-0.0014345990034522,0.0775099579699774,-0.0083602887677095,77978.16902
CL G,314278,Top 20%,1,170,17,24,31,38,35.8274340960056,35.8274340960056,0.0,307.1080464835631,5.592666341091658,29.58024758394956,-0.0021880117685978,0.0813333481302608,-0.010882235044402,90472.19574
CL G,314278,Top 20%,1,180,18,25,32,39,31.8852729245764,31.8852729245764,0.0,299.6344739707833,5.460993345709323,29.54570178882174,-0.0029156105652294,0.0687636262196956,-0.0109596921989552,100079.734799999
CL G,314278,Top 20%,1,190,19,26,33,40,27.91943696019,27.91943696019,0.0,291.72306934140187,5.322642996481518,29.199484986528443,-0.0036243880442967,0.0702205178806492,-0.0130292086096724,105330.7574
CL G,314278,Top 20%,1,200,20,27,34,41,23.7336170097027,23.7336170097027,0.0,284.6652735074131,5.139442253235563,28.331355715978628,-0.0043101155671583,0.0651636895480954,-0.0139104734217996,105708.4549
CL G,314278,Top 20%,1,210,21,28,35,42,20.2642950276427,20.2642950276427,0.0,280.0026828248187,4.884319195952514,27.05188414220504,-0.004957343205581,0.0614165505701852,-0.0150363446897069,105710.0067
CL G,314278,Top 20%,1,220,22,29,36,43,18.4450767668021,18.4450767668021,0.0,278.58117353722366,4.614698082062099,25.53118313734312,-0.0055393997417404,0.0653331423286344,-0.0184431584058449,105710.0067
CL G,314278,Top 20%,1,230,23,30,37,44,17.0100523546259,17.0100523546259,0.0,278.3245314023426,4.383158584887069,23.98500842215908,-0.0060183926682205,0.0527293560266336,-0.0174378053121062,105710.0067
CL G,314278,Top 20%,1,240,24,31,38,45,15.5065677579431,15.5065677579431,0.0,276.64406819260915,4.1725134131320845,22.65885779846026,-0.0063452081880137,0.0513420991448647,-0.0205406789159785,105710.0067
CL G,314278,Top 20%,1,250,25,32,39,46,13.1488359366326,13.1488359366326,0.0,273.7885548160934,3.965327071280833,21.68992235397689,-0.0064595112145211,0.0394365934470093,-0.0203364904903434,105710.0067
80L,314501,Middle 60%,0,0,0,0,0,0,38.5400585936632,,0.0,278.4712247,0.164997632,4.24252073712255,-0.027781714496988,-2.24377216194102,-0.0401615514334739,0.0
80L,314501,Middle 60%,0,10,1,1,1,1,41.2457973645063,41.2457973645063,0.0,282.751843,0.207803806,5.11998415852575,0.0211278260270416,-0.6659701223619775,0.6952980134056342,33.319999
80L,314501,Middle 60%,0,20,2,2,2,2,42.3954675447945,42.3954675447945,0.0,284.986578,0.245462499,6.65570237566607,0.0337707297589305,0.226556471695944,1.034880633806161,33.319999
80L,314501,Middle 60%,0,30,3,3,3,3,39.3876758253957,39.3876758253957,0.0,280.7848973,0.26750107,10.1308248889875,0.0344456164372988,0.799852587617457,1.203532570099809,33.319999
80L,314501,Middle 60%,0,40,4,4,4,4,39.0700596538555,39.0700596538555,0.0,280.0931464,0.376081467,14.0162596580817,0.0350122072014875,0.8966619557897567,0.9257466906833072,33.319999
80L,314501,Middle 60%,0,50,5,5,5,5,34.7157145029863,34.7157145029863,0.0,275.1401986,0.626454046,16.459191152309,0.0348913245915582,0.6721469977684176,0.5237588215752818,62.901171
80L,314501,Middle 60%,0,60,6,6,6,6,30.1117483347765,30.1117483347765,0.0,289.5888678,0.717982296,20.1728659524866,0.0210648925482938,0.647366039416286,0.3656290703554981,199.344549
400L,314501,Middle 60%,0,0,0,0,0,7,55.0613824130198,,0.0,297.1697842,0.187417972,6.50480746003552,0.2268001236466076,0.1659916105523082,0.7138173836186997,0.0
400L,314501,Middle 60%,0,10,1,1,1,8,55.251693487866,55.251693487866,0.0,299.7597122,0.29012839,8.13171397646536,0.0448804502544686,0.1581402015139414,0.6444484571189171,0.0
400L,314501,Middle 60%,0,20,2,2,2,9,54.2129725959723,54.21297259597231,0.0,299.6522989,0.35133762,10.0700788521314,0.0097613872088449,0.1918545394924878,0.645357355356885,0.0
400L,314501,Middle 60%,0,30,3,3,3,10,52.9148705788316,52.91487057883159,0.0,296.8729952,0.373376183,12.5881369005328,0.0247275688695969,0.2562672207580023,0.6778117884188214,0.0
400L,314501,Middle 60%,0,40,4,4,4,11,52.7947339583472,52.79473395834719,0.0,293.9305151,0.637674417,15.5185054951154,0.0336363360462382,0.2049886852038775,0.4171316418309721,0.0
400L,314501,Middle 60%,0,50,5,5,5,12,50.8298703790048,50.8298703790048,0.0,293.0558795,0.716162818,17.5515824045293,0.0209177359979358,0.2408692601722032,0.3707041263546397,0.0
400L,314501,Middle 60%,0,60,6,6,6,13,48.8161044150625,48.8161044150625,0.0,291.4607304,0.819341646,20.5675987566607,0.0115745224335097,0.2697785242704538,0.3070145223948127,0.0
2000L,314501,Middle 60%,0,0,0,0,7,14,63.4606210173405,,0.0,310.6186026,0.329244461,11.0360308281527,-0.021309975934432,0.7716275898755824,0.5094452511986102,2589.333296
2000L,314501,Middle 60%,0,10,1,1,8,15,60.3286815870689,60.3286815870689,0.0,309.0164664,0.409244456,13.0705218028419,0.023327157607022,0.5141456991594244,0.5073455713598107,0.0
2000L,314501,Middle 60%,0,20,2,2,9,16,59.057035902218,59.057035902218,0.0,312.8240469,0.559843367,15.1090515874777,0.0146398835735473,0.3327416808423065,0.4436713980235273,0.0
2000L,314501,Middle 60%,0,30,3,3,10,17,58.8928100091032,58.8928100091032,0.0,319.8018265,0.838244426,17.6458659635879,0.0106685782022131,0.2167266995719805,0.3459687878767923,0.0
2000L,314501,Middle 60%,0,40,4,4,11,18,52.6915839550167,52.6915839550167,0.0,306.092827,1.129833319,21.6330119227353,0.0298428991567269,0.1739827003367184,0.2942806809231487,0.0
2000L,314501,Middle 60%,0,50,5,5,12,19,54.6750925475698,54.6750925475698,0.0,313.6877637,1.652690474,24.11699160746,0.0509817855274345,0.139764667518305,0.2274059338608737,56.409424
2000L,314501,Middle 60%,0,60,6,6,13,20,50.27069329359,50.27069329359,0.0,308.4017725,2.030736343,28.6581684724689,0.0132934578313202,0.140303194642426,0.2068397091475963,5107.852683
CL G,314501,Middle 60%,0,0,0,7,14,21,62.6073810475365,62.6073810475365,0.0,322.578399769927,0.8304635875998726,15.821205831577206,0.0184062715880362,0.2291823761365601,0.8394745256858018,0.0
CL G,314501,Middle 60%,0,10,1,8,15,22,62.164927951331,62.164927951331,0.0,320.6970314784908,1.05092116419142,17.638275477231943,0.0237247784049729,0.1950270294390552,0.5017955600063717,0.0
CL G,314501,Middle 60%,0,20,2,9,16,23,61.6634380758897,61.6634380758897,0.0,320.604566988508,1.3769150504487684,19.75008496565349,0.0265217481268824,0.1785173115817931,0.3136935103695267,0.0
CL G,314501,Middle 60%,0,30,3,10,17,24,59.1046995936854,59.1046995936854,0.0,323.0133439687819,1.843810970252873,21.88737086558868,0.0272844968231908,0.1457246489578471,0.1671693030781444,0.0
CL G,314501,Middle 60%,0,40,4,11,18,25,53.8881708241745,53.8881708241745,0.0,326.14789702717496,2.4181812217873504,23.962053337679556,0.0264580876983059,0.1094106280741796,0.0760189059168072,0.0
CL G,314501,Middle 60%,0,50,5,12,19,26,53.4789057761051,53.4789057761051,0.0,329.5089672884861,3.057494890942668,25.726116232297063,0.0244453310916179,0.1229048195603582,0.0449317372263292,0.0
CL G,314501,Middle 60%,0,60,6,13,20,27,47.9402497668687,47.9402497668687,0.0,333.7145307401293,3.721838965657472,26.972400856110124,0.0216067844774992,0.0778111804242953,0.0104243342599668,6978.478179
CL G,314501,Middle 60%,0,70,7,14,21,28,43.6445901811583,73.5672039139592,29.922613732800905,338.9508243394498,4.3764577056781455,27.65718024340988,0.018260752465304,0.0746673248190934,-0.001439008504378,24099.8659099999
CL G,314501,Middle 60%,0,80,8,15,22,29,69.2715443282488,69.2715443282488,0.0,338.9625742653613,4.967454000241805,27.47968924760624,0.0146832867993691,0.0702864936635732,-0.0076549721163126,35403.27038
CL G,314501,Middle 60%,0,90,9,16,23,30,67.9827384600013,67.9827384600013,0.0,337.57920285951354,5.395151959994408,26.817523346730745,0.011108186359013,0.0664425384190382,-0.0097311119236811,40081.01414
CL G,314501,Middle 60%,0,100,10,17,24,31,67.4347614289837,67.4347614289837,0.0,336.90857766153454,5.668585134948328,25.92432603222981,0.0077269971585366,0.0662827764534258,-0.0093469214680865,43172.67365
CL G,314501,Middle 60%,0,110,11,18,25,32,63.852909978019,63.852909978019,0.0,336.0818224396534,5.809919147789148,24.10526915128577,0.0046890123472228,0.0671123280093928,-0.0067019135987094,44641.1277
CL G,314501,Middle 60%,0,120,12,19,26,33,62.0433524278958,62.0433524278958,0.0,332.76327241804995,5.831147043113521,23.83273452848148,0.0021012722093367,0.0727029330193163,-0.0020998130435249,47497.14886
CL G,314501,Middle 60%,0,130,13,20,27,34,55.2791519072359,55.2791519072359,0.0,326.15214980778575,5.748122578546239,28.46945120710281,2.856416412554824e-05,0.075980778658699,0.0050994085828164,54386.49189
CL G,314501,Middle 60%,0,140,14,21,28,35,51.3187536412886,51.3187536412886,0.0,322.4122714936396,5.60792507492325,29.14903519229173,-0.0015065772341814,0.0811358414887453,0.0149427732100882,62988.27431
CL G,314501,Middle 60%,0,150,15,22,29,36,48.6297582484069,48.6297582484069,0.0,323.27679803178205,5.539493735742336,29.219886439075808,-0.0025238702963726,0.0892741897816661,0.0284783309532982,81341.13564
CL G,314501,Middle 60%,0,160,16,23,30,37,43.5633867370501,43.5633867370501,0.0,330.32228140192143,5.439683369241783,29.9362443889095,-0.0030852861982545,0.0993941349859486,0.0466013932460782,101226.7654
CL G,314501,Middle 60%,0,170,17,24,31,38,36.7079890705832,36.7079890705832,0.0,341.0710551540337,5.335588673413487,32.51569430094836,-0.0032950489806515,0.1050866015823566,0.0663546919969933,129923.780099999
CL G,314501,Middle 60%,0,180,18,25,32,39,27.5602149692488,27.5602149692488,0.0,349.9727690616704,5.201532380975456,37.4268426019503,-0.0032996355494055,0.1033302053187659,0.0831567806019262,194676.861
CL G,314501,Middle 60%,0,190,19,26,33,40,18.4034298219321,18.4034298219321,0.0,358.870303264232,5.008849583780368,44.46827806440841,-0.0032877756753765,0.112139051007956,0.11070478746004,252545.3551
CL G,314501,Middle 60%,0,200,20,27,34,41,14.1077702362217,39.1563756540067,25.048605417785,367.44790036793887,4.7591686247120455,53.06653227325082,-0.0034904519944425,0.1251257051180182,0.1473151996692407,308115.2573
CL G,314501,Middle 60%,0,210,21,28,35,42,34.8607160682963,34.8607160682963,0.0,374.4077789045466,4.445438369844823,62.71810749277103,-0.0041809000074993,0.1328871205548932,0.1825780456498452,369076.5314
CL G,314501,Middle 60%,0,220,22,29,36,43,28.6449736450631,28.6449736450631,0.0,380.11868821787925,4.115811327680128,72.55719793084947,-0.0056746080804604,0.1470962155888818,0.2318161401018236,412804.3613
CL G,314501,Middle 60%,0,230,23,30,37,44,21.4631457015031,21.4631457015031,0.0,383.06641255701936,3.7707146207187656,82.00214572272624,-0.0083293174442572,0.1806058747499661,0.321926177784283,447425.5496
CL G,314501,Middle 60%,0,240,24,31,38,45,16.4856854226337,16.4856854226337,0.0,384.01562640206873,3.432825913982338,90.41815493659529,-0.012545022194839,0.2070197894305522,0.4125362053825147,473418.811
CL G,314501,Middle 60%,0,250,25,32,39,46,11.5883847443326,11.5883847443326,0.0,384.9587207629146,3.144776119813363,97.37190431647068,-0.0187639692931733,0.2540574327064854,0.5604617547712369,501126.6257
80L,314596,Bottom 20%,2,0,0,0,0,0,36.4862060769555,,0.0,280.3277842,1.607949271,4.78809699156305,-0.0698692570796128,-0.7051274077281626,0.254586144241672,0.0
80L,314596,Bottom 20%,2,10,1,1,1,1,37.8260406925109,37.8260406925109,0.0,290.6607348,0.777075285,7.37403354795737,0.0116574086689745,-0.4039482182812793,0.3644626986707972,45.917831
80L,314596,Bottom 20%,2,20,2,2,2,2,39.1658753025156,39.1658753025156,0.0,300.9936854,0.0484584776073411,9.9859381660746,0.0368059914388106,2.68475327825752,5.152124689142357,46.039999
80L,314596,Bottom 20%,2,30,3,3,3,3,36.4051191800439,36.4051191800439,0.0,286.8205604,0.326866495,12.5858455150976,0.0322527537264568,1.088186882193799,0.7720384370335148,46.039999
80L,314596,Bottom 20%,2,40,4,4,4,4,31.415328160039,31.415328160039,0.0,283.1122785,0.437389222,15.034610768206,0.0189151477557716,0.8201796487204649,0.6646551878554586,46.039999
80L,314596,Bottom 20%,2,50,5,5,5,5,31.4664098059459,31.4664098059459,0.0,279.4039967,0.591467787,18.7573842695381,0.0119518154779103,0.2287671910977908,0.6140259499107726,46.958214
80L,314596,Bottom 20%,2,60,6,6,6,6,30.5401004518306,30.5401004518306,0.0,287.6255708,0.787990301,22.7333674178508,0.0207625885713249,-0.3981844952000754,0.60400595675836,116.065796
400L,314596,Bottom 20%,2,0,0,0,0,7,59.5283812917693,,0.0,302.7332509,0.234192976,7.23877722024866,0.1048398752984496,0.6460812532949595,0.5387906148600853,0.0
400L,314596,Bottom 20%,2,10,1,1,1,8,58.1281548768844,58.1281548768844,0.0,303.5894356,0.286611257,8.68303251554174,0.0205010557223259,0.4569487250319335,0.5514525433042787,0.0
400L,314596,Bottom 20%,2,20,2,2,2,9,56.6126275006105,56.6126275006105,0.0,303.5668747,0.341862785,10.447759902309,0.0157262002069101,0.3583029175940722,0.5856038386057358,0.0
400L,314596,Bottom 20%,2,30,3,3,3,10,55.5311516685539,55.5311516685539,0.0,302.7346972,0.432649081,12.6921991452042,0.0271565986000146,0.2909495279757961,0.5838725801325264,0.0
400L,314596,Bottom 20%,2,40,4,4,4,11,55.0388857212638,55.0388857212638,0.0,300.2157518,0.579387442,15.4878605794849,0.0252855183652055,0.2435891358295623,0.5441951479874385,0.0
400L,314596,Bottom 20%,2,50,5,5,5,12,51.989886781456,51.98988678145601,0.0,298.1045625,0.657309549,19.0985359680284,0.0144582045818034,0.2559688274296484,0.5906803854296334,0.0
400L,314596,Bottom 20%,2,60,6,6,6,13,51.1044817491507,51.1044817491507,0.0,300.2018662,0.91938061,23.3107087588809,0.0328718799448815,0.225405939898812,0.5128365761829278,1.499914
2000L,314596,Bottom 20%,2,0,0,0,7,14,39.4357468360754,,0.0,321.3797177,0.416313633,14.544919849023,1.0643619521608674,-2.356527046022953,2.145755286639272,0.0
2000L,314596,Bottom 20%,2,10,1,1,8,15,51.519227891383,51.519227891383,0.0,320.4881872,0.47085909,15.6287691829484,-0.0649272406013772,-1.206911934505666,1.174737640144452,0.0
2000L,314596,Bottom 20%,2,20,2,2,9,16,53.4478226870045,53.4478226870045,0.0,307.7079245,0.661086459,22.9434537744227,-0.1340311258514028,-0.3685129893974914,0.4493018472308275,0.0
2000L,314596,Bottom 20%,2,30,3,3,10,17,47.2529837973756,47.2529837973756,0.0,286.1170769,0.977734043,34.1583075266429,0.0629113784680814,-0.0072154713621019,0.1278278001538488,0.0
2000L,314596,Bottom 20%,2,40,4,4,11,18,56.8687107284797,56.8687107284797,0.0,302.7324615,1.108371722,22.0955381771758,0.1136027576453537,0.1275807996627538,0.0333810123674917,994.383333
2000L,314596,Bottom 20%,2,50,5,5,12,19,51.7619231943426,51.7619231943426,0.0,304.7982133,1.290014905,25.7719115785968,-0.0124130998003226,0.1564062087746141,0.0256417984030278,2533.125317
2000L,314596,Bottom 20%,2,60,6,6,13,20,48.3854725404649,48.3854725404649,0.0,307.4782803,1.578653568,28.8839118672291,0.0362490978813059,0.1102353051694576,0.0717198440876496,4904.88286
CL G,314596,Bottom 20%,2,0,0,7,14,21,64.6571122249605,64.6571122249605,0.0,316.8699684763652,0.6191199042052675,15.020808894405832,0.0162785828813464,0.1764068981233261,0.5408005004951354,0.0
CL G,314596,Bottom 20%,2,10,1,8,15,22,59.5368137058993,59.5368137058993,0.0,313.1292406338453,0.8118298830534387,16.58104512623892,0.023811276494435,0.2074725209625568,0.3586117093146278,0.0
CL G,314596,Bottom 20%,2,20,2,9,16,23,57.184463353982,57.184463353982,0.0,310.47992329546594,1.1637650341917114,18.657045174541203,0.0280066473983493,0.1874133470023244,0.1921835724973081,0.0
CL G,314596,Bottom 20%,2,30,3,10,17,24,55.5017370889673,55.5017370889673,0.0,309.5155246374551,1.653553055214836,20.965166627098835,0.0295180395150343,0.1533452373751101,0.094775863804347,0.0
CL G,314596,Bottom 20%,2,40,4,11,18,25,53.3254792790692,53.3254792790692,0.0,310.385037254187,2.234669140682198,23.169946385979127,0.0289412056941094,0.1292430042999823,0.0482320683284205,302.830375
CL G,314596,Bottom 20%,2,50,5,12,19,26,52.7147478962676,52.7147478962676,0.0,313.1676698137342,2.850465388914629,25.05645689878633,0.0268143077128683,0.1188090861264148,0.0270796300123581,7353.343291
CL G,314596,Bottom 20%,2,60,6,13,20,27,51.1265293467883,51.1265293467883,0.0,317.7914965186239,3.441993090238202,26.41830173463485,0.0236179162762795,0.1092834500260922,0.0162487734280168,23532.08576
CL G,314596,Bottom 20%,2,70,7,14,21,28,45.0489156009236,45.0489156009236,0.0,323.8944893533287,3.955009312650624,27.08795397541103,0.0197750110169859,0.0930831287501549,0.0107922140455468,41336.08437
CL G,314596,Bottom 20%,2,80,8,15,22,29,39.5655040298408,74.2679495741632,34.702445544322394,330.9135615409603,4.35615654606545,27.376365629227426,0.0156509804953046,0.079423521024142,0.0093399886048202,44643.41003
CL G,314596,Bottom 20%,2,90,9,16,23,30,69.3599021958746,69.3599021958746,0.0,336.1807358977796,4.618108846894251,26.849233579660197,0.0115536221992277,0.0795891930692565,0.0116023794250111,44990.39268
CL G,314596,Bottom 20%,2,100,10,17,24,31,68.6147917915584,68.6147917915584,0.0,339.26188741037487,4.77743899678405,26.960437458533264,0.0077331425444214,0.0910215910293714,0.017764078477832,49004.7368999999
CL G,314596,Bottom 20%,2,110,11,18,25,32,66.1091287550789,66.1091287550789,0.0,339.69780007702394,4.881634300736517,26.744521347978345,0.0043821568742266,0.0994873238072174,0.0260703642956249,54487.04742
CL G,314596,Bottom 20%,2,120,12,19,26,33,58.0502713204112,58.0502713204112,0.0,336.19183571455875,4.947695809413527,25.7964353083918,0.0016356894596586,0.1052225464863594,0.0361744728696952,62438.61206
CL G,314596,Bottom 20%,2,130,13,20,27,34,55.8146000688292,55.8146000688292,0.0,330.57501216629464,4.954614232536041,25.565722677345423,-0.0004288265005928,0.1090330809985008,0.0478088648567755,74131.00891
CL G,314596,Bottom 20%,2,140,14,21,28,35,51.9553308521503,51.9553308521503,0.0,327.3780910137253,4.966757213688209,25.662836311581696,-0.0017915488801632,0.1116118469928461,0.0607968999896754,88643.74313
CL G,314596,Bottom 20%,2,150,15,22,29,36,46.7554180932081,46.7554180932081,0.0,320.968584604275,4.987345392024005,30.717023753370885,-0.0024902266250139,0.1130609097842973,0.0747863922502453,105998.036
CL G,314596,Bottom 20%,2,160,16,23,30,37,41.9127208141832,41.9127208141832,0.0,318.9849650683668,5.084230038076875,37.04902673744006,-0.0026201997534316,0.1139180130734264,0.0897652570695899,129306.7895
CL G,314596,Bottom 20%,2,170,17,24,31,38,36.1190817236173,36.1190817236173,0.0,323.936690739574,5.172229302016731,45.14081601177234,-0.0023343993560283,0.1158200617055507,0.106983181900667,161939.2589
CL G,314596,Bottom 20%,2,180,18,25,32,39,26.1554184318035,26.1554184318035,0.0,335.1930426940538,5.135683091212746,55.17753561959542,-0.001843347595742,0.1182578047080562,0.1263280264425512,221862.3424
CL G,314596,Bottom 20%,2,190,19,26,33,40,14.6840738582117,14.6840738582117,0.0,351.07996416041004,4.945858336281005,66.73187788693357,-0.0014151577078356,0.1291615905429878,0.1577506394158575,296312.7927
CL G,314596,Bottom 20%,2,200,20,27,34,41,9.20066228712893,31.1873053047522,21.986643017623273,370.2663664596327,4.662037652434001,78.83394376807246,-0.0013755339998981,0.1432795339415868,0.1981335760138781,372087.3581
CL G,314596,Bottom 20%,2,210,21,28,35,42,26.2792579264637,26.2792579264637,0.0,391.34407013037287,4.313265607496961,90.91328097244975,-0.0021077718518434,0.1535070882118221,0.2383474504038175,449690.741
CL G,314596,Bottom 20%,2,220,22,29,36,43,16.7635573669486,16.7635573669486,0.0,411.8507547587063,3.936397385990994,101.98135086749149,-0.0040527577159116,0.1615562999769126,0.279629285143101,514050.231299999
